#OTUID	taxonomy	USEARCH	SINTAX	UTAX
OTU1	GS|100.0|BOLD:AAC8614_AY666472;k:Animalia,p:Chordata,c:Aves,o:Passeriformes,f:Hirundinidae,g:Tachycineta,s:Tachycineta bicolor	k:Animalia,p:Chordata,c:Aves,o:Passeriformes,f:Hirundinidae,g:Tachycineta,s:Tachycineta bicolor	k:Animalia,p:Chordata,c:Aves,o:Passeriformes	k:Animalia,p:Chordata,c:Aves,o:Passeriformes
OTU2	US|1.0000|BOLD:ABW4167_NA;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU3	GS|100.0|BOLD:AAW5223_MG167275;k:Animalia,p:Arthropoda,c:Insecta,o:Hemiptera,f:Miridae,g:Neolygus,s:Neolygus caryae	k:Animalia,p:Arthropoda,c:Insecta,o:Hemiptera,f:Miridae,g:Neolygus,s:Neolygus caryae	k:Animalia,p:Arthropoda,c:Insecta,o:Hemiptera,f:Miridae,g:Neolygus,s:Neolygus caryae	k:Animalia,p:Arthropoda,c:Insecta,o:Hemiptera
OTU4	GS|98.6|BOLD:AAB1679_NA;k:Animalia,p:Arthropoda,c:Insecta,o:Plecoptera	k:Animalia,p:Arthropoda,c:Insecta,o:Plecoptera	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Insecta,o:Plecoptera
OTU5	GS|100.0|BOLD:AAN5879_KR396442;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU6	GS|100.0|BOLD:AAU6544_KR772234;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae,g:Ormosia,s:Ormosia affinis	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae,g:Ormosia,s:Ormosia affinis	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae,g:Ormosia,s:Ormosia affinis	k:Animalia,p:Arthropoda,c:Insecta,o:Lepidoptera
OTU7	GS|100.0|BOLD:ABW0282_MG093213;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU8	GS|100.0|BOLD:AAF8971_JN294694;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU9	GS|100.0|BOLD:ABX6298_KR773375;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Tipulidae,g:Nephrotoma,s:Nephrotoma ferruginea	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Tipulidae,g:Nephrotoma,s:Nephrotoma ferruginea	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU10	GS|99.7|BOLD:ADI9443_MF757358;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Asilidae,g:Leptogaster,s:Leptogaster flavipes	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Asilidae,g:Leptogaster,s:Leptogaster flavipes	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Asilidae,g:Leptogaster,s:Leptogaster flavipes	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU11	US|1.0000|BOLD:AAN4134_NA;k:Animalia,p:Arthropoda,c:Insecta,o:Lepidoptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Insecta,o:Lepidoptera
OTU12	US|1.0000|BOLD:ACB1466_KM968786;k:Animalia,p:Arthropoda,c:Insecta,o:Lepidoptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Sciaridae,g:Leptosciarella	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Insecta,o:Lepidoptera
OTU13	GS|100.0|BOLD:ACF7745_NA;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Trichoceridae,g:Trichocera,s:Trichocera regelationis	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Trichoceridae,g:Trichocera,s:Trichocera regelationis	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU14	GS|100.0|BOLD:AAD6051_NA;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Tipulidae,g:Angarotipula,s:Angarotipula illustris	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Tipulidae,g:Angarotipula,s:Angarotipula illustris	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU15	US|1.0000|BOLD:AAA4261_NA;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Tipulidae,g:Tipula	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU16	GS|100.0|BOLD:ACP3905_KR774427;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae,g:Dicranomyia,s:Dicranomyia ponojensis	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae,g:Dicranomyia,s:Dicranomyia ponojensis	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU17	US|1.0000|None;k:Animalia,p:Chordata,c:Reptilia,o:Squamata	No hit	k:Animalia,p:Chordata	k:Animalia,p:Chordata,c:Reptilia,o:Squamata
OTU18	GS|100.0|BOLD:AAF9768_JN291573;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Hybotidae,g:Platypalpus,s:Platypalpus holosericus	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Hybotidae,g:Platypalpus,s:Platypalpus holosericus	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Hybotidae,g:Platypalpus,s:Platypalpus holosericus	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU19	GS|100.0|BOLD:AAK8834_KR392800;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae,g:Metalimnobia,s:Metalimnobia triocellata	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae,g:Metalimnobia,s:Metalimnobia triocellata	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae,g:Metalimnobia	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU20	US|1.0000|None;k:Animalia,p:Arthropoda,c:Insecta,o:Hymenoptera	No hit	k:Animalia	k:Animalia,p:Arthropoda,c:Insecta,o:Hymenoptera
OTU21	GS|98.2|BOLD:ABV9305_MG088122;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Insecta,o:Coleoptera
OTU22	GSL|100.0|BOLD:AAP2568_KR564484;k:Animalia,p:Arthropoda,c:Insecta,o:Hemiptera,f:Gerridae,g:Gerris,s:Gerris marginatus	k:Animalia,p:Arthropoda,c:Insecta,o:Hemiptera,f:Gerridae,g:Gerris	k:Animalia,p:Arthropoda,c:Insecta,o:Hemiptera,f:Gerridae,g:Gerris,s:Gerris marginatus	k:Animalia,p:Arthropoda,c:Insecta,o:Coleoptera
OTU23	US|1.0000|BOLD:AAL7816_HQ569556;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Psychodidae	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU24	US|1.0000|None;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	No hit	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU25	GS|100.0|BOLD:AAG7276_KM903479;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Sphaeroceridae,g:Leptocera,s:Leptocera erythrocera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Sphaeroceridae,g:Leptocera,s:Leptocera erythrocera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Sphaeroceridae,g:Leptocera,s:Leptocera erythrocera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU26	US|1.0000|BOLD:AAN4488_KP845857;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta,o:Thysanoptera,f:Phlaeothripidae,g:Haplothrips,s:Haplothrips tenuipennis	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU27	GS|100.0|BOLD:ABY8689_NA;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae,g:Rhipidia,s:Rhipidia maculata	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae,g:Rhipidia,s:Rhipidia maculata	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae,g:Rhipidia,s:Rhipidia maculata	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU28	GS|100.0|BOLD:AAA3898_HQ550450;k:Animalia,p:Arthropoda,c:Insecta,o:Hymenoptera,f:Formicidae,g:Tapinoma,s:Tapinoma sessile	k:Animalia,p:Arthropoda,c:Insecta,o:Hymenoptera,f:Formicidae,g:Tapinoma,s:Tapinoma sessile	k:Animalia,p:Arthropoda,c:Insecta,o:Hymenoptera,f:Formicidae,g:Tapinoma,s:Tapinoma sessile	k:Animalia,p:Arthropoda,c:Insecta,o:Hymenoptera
OTU29	GS|99.5|BOLD:AAF9014_JF875284;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae,g:Symplecta,s:Symplecta cana	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae,g:Symplecta,s:Symplecta cana	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae,g:Symplecta,s:Symplecta cana	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU30	GS|99.8|BOLD:AAF8995_JF286649;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae,g:Antocha,s:Antocha saxicola	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae,g:Antocha	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae,g:Antocha,s:Antocha saxicola	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU31	US|1.0000|BOLD:AAV6974_NA;k:Animalia,p:Arthropoda,c:Insecta,o:Lepidoptera	k:Animalia,p:Arthropoda,c:Insecta,o:Lepidoptera,f:Nepticulidae,g:Stigmella,s:Stigmella freyella	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Insecta,o:Lepidoptera
OTU32	US|1.0000|BOLD:AAZ1453_NA;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU33	US|1.0000|BOLD:AAF9785_HM412335;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Empididae	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU34	US|1.0000|None;k:Animalia,p:Chordata,c:Actinopterygii,o:Pleuronectiformes	No hit	k:Animalia	k:Animalia,p:Chordata,c:Actinopterygii,o:Pleuronectiformes
OTU35	GS|100.0|BOLD:AAP5789_JF889556;k:Animalia,p:Arthropoda,c:Insecta,o:Coleoptera,f:Dermestidae,g:Anthrenus,s:Anthrenus scrophulariae	k:Animalia,p:Arthropoda,c:Insecta,o:Coleoptera,f:Dermestidae,g:Anthrenus,s:Anthrenus scrophulariae	k:Animalia,p:Arthropoda,c:Insecta,o:Coleoptera,f:Dermestidae,g:Anthrenus,s:Anthrenus scrophulariae	k:Animalia,p:Arthropoda,c:Insecta,o:Coleoptera
OTU36	GS|100.0|BOLD:AAJ3982_KJ962796;k:Animalia,p:Arthropoda,c:Insecta,o:Coleoptera,f:Hydrophilidae,g:Sphaeridium,s:Sphaeridium lunatum	k:Animalia,p:Arthropoda,c:Insecta,o:Coleoptera,f:Hydrophilidae,g:Sphaeridium,s:Sphaeridium lunatum	k:Animalia,p:Arthropoda,c:Insecta,o:Coleoptera,f:Hydrophilidae,g:Sphaeridium,s:Sphaeridium lunatum	k:Animalia,p:Arthropoda,c:Insecta,o:Coleoptera
OTU37	US|1.0000|None;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	No hit	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU38	US|1.0000|None;k:Animalia,p:Chordata,c:Actinopterygii,o:Gobiiformes	No hit	k:Animalia	k:Animalia,p:Chordata,c:Actinopterygii,o:Gobiiformes
OTU39	GS|99.5|BOLD:ADM7020_KX781763;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Chironomidae,g:Chironomus,s:Chironomus plumosus	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Chironomidae,g:Chironomus,s:Chironomus plumosus	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Chironomidae,g:Chironomus,s:Chironomus entis	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU40	GS|100.0|BOLD:AAM7076_MG377611;k:Animalia,p:Arthropoda,c:Insecta,o:Ephemeroptera,f:Baetidae,g:Cloeon,s:Cloeon dipterum	k:Animalia,p:Arthropoda,c:Insecta,o:Ephemeroptera,f:Baetidae,g:Cloeon,s:Cloeon dipterum	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU41	US|1.0000|None;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	No hit	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU42	US|1.0000|BOLD:ADF3439_MF910228;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Arachnida,o:Sarcoptiformes,f:Phthiracaridae	k:Animalia,p:Arthropoda	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU43	GS|99.5|BOLD:AAF9008_HM416327;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae,g:Helius,s:Helius flavipes	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae,g:Helius,s:Helius flavipes	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae,g:Helius,s:Helius flavipes	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU44	GS|99.4|BOLD:ABW4424_KR761778;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae,g:Dicranomyia	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae,g:Dicranomyia	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae,g:Dicranomyia	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU45	GS|100.0|BOLD:AAZ3920_MG168022;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Tachinidae,g:Patelloa,s:Patelloa pachypyga	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Tachinidae,g:Patelloa,s:Patelloa pachypyga	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Tachinidae,g:Patelloa,s:Patelloa pachypyga	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU46	US|1.0000|None;k:Animalia,p:Arthropoda,c:Arachnida,o:Sarcoptiformes	No hit	k:Animalia,p:Arthropoda	k:Animalia,p:Arthropoda,c:Arachnida,o:Sarcoptiformes
OTU47	GS|99.7|BOLD:AAP8635_KR770122;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae,g:Dicranomyia,s:Dicranomyia 	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae,g:Dicranomyia	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae,g:Dicranomyia,s:Dicranomyia 	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU48	GS|100.0|BOLD:AAB4412_KM528775;k:Animalia,p:Arthropoda,c:Insecta,o:Odonata,f:Corduliidae,g:Epitheca,s:Epitheca cynosura	k:Animalia,p:Arthropoda,c:Insecta,o:Odonata,f:Corduliidae,g:Epitheca,s:Epitheca cynosura	k:Animalia,p:Arthropoda,c:Insecta,o:Odonata,f:Corduliidae,g:Epitheca,s:Epitheca spinigera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU49	GS|100.0|BOLD:AAC0903_KR174483;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Chironomidae,g:Chironomus,s:Chironomus acidophilus	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Chironomidae,g:Chironomus,s:Chironomus acidophilus	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Chironomidae,g:Chironomus	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU50	GS|100.0|BOLD:AAF9035_KR386601;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Tipulidae,g:Nephrotoma,s:Nephrotoma alterna	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Tipulidae,g:Nephrotoma,s:Nephrotoma alterna	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Tipulidae,g:Nephrotoma,s:Nephrotoma alterna	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU51	GS|100.0|BOLD:AAN5882_NA;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae,g:Erioptera,s:Erioptera caliptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae,g:Erioptera,s:Erioptera caliptera	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU52	US|1.0000|BOLD:AAH7107_NA;k:Animalia,p:Arthropoda,c:Arachnida,o:Mesostigmata	k:Animalia,p:Arthropoda,c:Insecta,o:Neuroptera,f:Chrysopidae,g:Mallada,s:Mallada signatus	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Arachnida,o:Mesostigmata
OTU53	GS|100.0|BOLD:AAF9055_KR681578;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae,g:Erioptera,s:Erioptera septemtrionis	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae,g:Erioptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae,g:Erioptera,s:Erioptera septemtrionis	k:Animalia,p:Arthropoda,c:Insecta,o:Lepidoptera
OTU54	US|1.0000|None;k:Animalia,p:Arthropoda,c:Insecta,o:Hymenoptera	No hit	k:Animalia,p:Arthropoda	k:Animalia,p:Arthropoda,c:Insecta,o:Hymenoptera
OTU55	GSL|100.0|BOLD:AAA2041_KC016335;k:Animalia,p:Arthropoda,c:Insecta,o:Ephemeroptera,f:Baetidae,g:Baetis,s:Baetis phoebus	k:Animalia,p:Arthropoda,c:Insecta,o:Ephemeroptera,f:Baetidae,g:Baetis	k:Animalia,p:Arthropoda,c:Insecta,o:Ephemeroptera,f:Baetidae,g:Baetis,s:Baetis phoebus	k:Animalia,p:Arthropoda,c:Insecta,o:Ephemeroptera
OTU56	GS|99.8|BOLD:AAO3944_KR386802;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae,g:Geranomyia	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae,g:Geranomyia	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae,g:Geranomyia	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU57	US|1.0000|None;k:Animalia,p:Arthropoda,c:Insecta,o:Odonata	No hit	k:Animalia,p:Arthropoda	k:Animalia,p:Arthropoda,c:Insecta,o:Odonata
OTU58	GS|99.5|BOLD:AAI4397_JF286652;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae,g:Antocha	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae,g:Antocha	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae,g:Antocha	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU59	US|1.0000|None;k:Animalia,p:Arthropoda,c:Insecta,o:Hemiptera	No hit	k:Animalia	k:Animalia,p:Arthropoda,c:Insecta,o:Hemiptera
OTU60	GS|99.8|BOLD:AAF5411_EU484521;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Tephritidae,g:Procecidochares,s:Procecidochares atra	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Tephritidae,g:Procecidochares,s:Procecidochares atra	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Tephritidae,g:Procecidochares,s:Procecidochares atra	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU61	GS|100.0|BOLD:AAG5512_MF726532;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Chironomidae	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Chironomidae	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Chironomidae	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU62	US|1.0000|BOLD:AAD6377_NA;k:Animalia,p:Arthropoda,c:Insecta,o:Lepidoptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Ceratopogonidae,g:Atrichopogon,s:Atrichopogon levis	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Insecta,o:Lepidoptera
OTU63	GS|100.0|BOLD:ABW1518_NA;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Ceratopogonidae	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Ceratopogonidae	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU64	GS|98.8|BOLD:AAH2952_KR990913;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Rhagionidae,g:Chrysopilus,s:Chrysopilus thoracicus	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Rhagionidae,g:Chrysopilus	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Rhagionidae,g:Chrysopilus,s:Chrysopilus thoracicus	k:Animalia,p:Arthropoda,c:Insecta,o:Lepidoptera
OTU65	GS|100.0|BOLD:ACV5583_MF879577;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Empididae	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Empididae	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Empididae	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU66	GS|100.0|BOLD:ACH9255_NA;k:Animalia,p:Arthropoda,c:Arachnida,o:Trombidiformes	k:Animalia,p:Arthropoda,c:Arachnida,o:Trombidiformes	k:Animalia,p:Arthropoda,c:Arachnida,o:Trombidiformes	k:Animalia,p:Arthropoda,c:Insecta,o:Hymenoptera
OTU67	GS|100.0|BOLD:AAP5087_KR672757;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Ceratopogonidae,g:Dasyhelea	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Ceratopogonidae,g:Dasyhelea	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Ceratopogonidae,g:Dasyhelea	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU68	US|1.0000|BOLD:ABZ1300_KR463318;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae,g:Metalimnobia,s:Metalimnobia solitaria	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU69	US|1.0000|BOLD:ABV4843_NA;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae,g:Gonomyia,s:Gonomyia dentata	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU70	US|1.0000|BOLD:ADA7149_MG096860;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU71	US|1.0000|BOLD:AAC7309_GQ482016;k:Animalia,p:Arthropoda,c:Insecta,o:Hemiptera	k:Animalia,p:Chordata,c:Aves,o:Passeriformes,f:Laniidae,g:Lanius,s:Lanius excubitor	k:Animalia,p:Arthropoda	k:Animalia,p:Arthropoda,c:Insecta,o:Hemiptera
OTU72	GS|100.0|BOLD:AAM7733_KU908350;k:Animalia,p:Arthropoda,c:Insecta,o:Coleoptera,f:Scarabaeidae,g:Calamosternus,s:Calamosternus granarius	k:Animalia,p:Arthropoda,c:Insecta,o:Coleoptera,f:Scarabaeidae,g:Calamosternus,s:Calamosternus granarius	k:Animalia,p:Arthropoda,c:Insecta,o:Coleoptera,f:Scarabaeidae,g:Calamosternus,s:Calamosternus granarius	k:Animalia,p:Arthropoda,c:Insecta,o:Coleoptera
OTU73	GS|100.0|BOLD:ACA8801_KT608546;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Chironomidae	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Chironomidae	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Chironomidae	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU74	GS|99.3|BOLD:ACM7822_KR722892;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Cecidomyiidae	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Cecidomyiidae	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Cecidomyiidae	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU75	GS|100.0|BOLD:ABX5351_HM416284;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Tipulidae,g:Nephrotoma,s:Nephrotoma eucera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Tipulidae,g:Nephrotoma,s:Nephrotoma eucera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Tipulidae,g:Nephrotoma,s:Nephrotoma eucera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
