#OTUID	taxonomy	USEARCH	SINTAX	UTAX
OTU480	US|1.0000|BOLD:AAB5977_AB842891;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Chordata,c:Aves,o:Passeriformes,f:Laniidae,g:Lanius,s:Lanius bucephalus	k:Animalia	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU481	US|1.0000|BOLD:ABV0814_NA;k:Animalia,p:Arthropoda,c:Insecta,o:Lepidoptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Dolichopodidae	k:Animalia	k:Animalia,p:Arthropoda,c:Insecta,o:Lepidoptera
OTU482	GS|100.0|BOLD:AAG9713_KR769400;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Dolichopodidae,g:Sympycnus,s:Sympycnus lineatus	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Dolichopodidae,g:Sympycnus,s:Sympycnus lineatus	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Dolichopodidae,g:Sympycnus,s:Sympycnus lineatus	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU483	GS|100.0|BOLD:ACA9275_MG306594;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Chironomidae,g:Chironomus	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Chironomidae,g:Chironomus	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Chironomidae,g:Chironomus	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU484	SS|0.8800|BOLD:AAK1413_NA;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Tabanidae	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Tabanidae	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU485	US|1.0000|BOLD:AAF8193_KX044351;k:Animalia,p:Arthropoda,c:Insecta,o:Hymenoptera	k:Animalia,p:Arthropoda,c:Insecta,o:Lepidoptera,f:Gracillariidae,g:Caloptilia,s:Caloptilia cuculipennella	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Insecta,o:Hymenoptera
OTU486	GS|99.7|BOLD:AAC9062_KR392878;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Culicidae,g:Aedes,s:Aedes fitchii	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Culicidae	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Culicidae,g:Aedes,s:Aedes fitchii	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU487	US|1.0000|BOLD:AAY9992_NA;k:Animalia,p:Arthropoda,c:Insecta,o:Lepidoptera	k:Animalia,p:Arthropoda,c:Insecta,o:Lepidoptera	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Insecta,o:Lepidoptera
OTU488	US|1.0000|BOLD:AAI5977_JF887717;k:Animalia,p:Arthropoda,c:Insecta,o:Hymenoptera	k:Animalia,p:Arthropoda,c:Insecta,o:Coleoptera,f:Melyridae,g:Collops,s:Collops vittatus	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Insecta,o:Hymenoptera
OTU489	US|1.0000|BOLD:ACF2494_FJ412494;k:Animalia,p:Arthropoda,c:Insecta,o:Hymenoptera	k:Animalia,p:Arthropoda,c:Insecta,o:Lepidoptera,f:Crambidae,g:Eudonia,s:Eudonia spenceri	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Insecta,o:Hymenoptera
OTU490	US|1.0000|None;k:Animalia,p:Arthropoda,c:Insecta,o:Hymenoptera	No hit	k:Animalia,p:Arthropoda	k:Animalia,p:Arthropoda,c:Insecta,o:Hymenoptera
OTU491	US|1.0000|BOLD:ACK1180_NA;k:Animalia,p:Arthropoda,c:Insecta,o:Lepidoptera	k:Animalia,p:Arthropoda,c:Insecta,o:Lepidoptera	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Insecta,o:Lepidoptera
OTU492	US|1.0000|None;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	No hit	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU493	GS|100.0|BOLD:AAN5344_KR172022;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Chironomidae,g:Polypedilum	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Chironomidae,g:Polypedilum	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Chironomidae,g:Polypedilum	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU494	US|1.0000|None;k:Animalia,p:Arthropoda,c:Insecta,o:Hymenoptera	No hit	k:Animalia,p:Arthropoda	k:Animalia,p:Arthropoda,c:Insecta,o:Hymenoptera
OTU495	GS|100.0|BOLD:ACJ1941_KM956240;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Mycetophilidae,g:Zygomyia	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Mycetophilidae,g:Zygomyia	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU496	GS|97.6|BOLD:ACV3991_KT607767;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Chironomidae	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Chironomidae	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Chironomidae	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU497	GS|99.8|BOLD:ACQ0525_NA;k:Animalia,p:Arthropoda,c:Arachnida,o:Trombidiformes	k:Animalia,p:Arthropoda,c:Arachnida,o:Trombidiformes	k:Animalia,p:Arthropoda,c:Arachnida,o:Trombidiformes	k:Animalia,p:Arthropoda,c:Insecta,o:Hymenoptera
OTU498	US|1.0000|None;k:Animalia,p:Chordata,c:Actinopterygii,o:Perciformes	No hit	k:Animalia	k:Animalia,p:Chordata,c:Actinopterygii,o:Perciformes
OTU499	GS|99.7|BOLD:AAY6418_KR521767;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Cecidomyiidae	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Cecidomyiidae	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Cecidomyiidae	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU500	US|1.0000|None;k:Animalia,p:Arthropoda,c:Insecta,o:Hymenoptera	No hit	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Insecta,o:Hymenoptera
OTU501	US|1.0000|None;k:Animalia,p:Arthropoda,c:Insecta,o:Hymenoptera	No hit	k:Animalia	k:Animalia,p:Arthropoda,c:Insecta,o:Hymenoptera
OTU502	GS|100.0|BOLD:AAG5453_KR763504;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Chironomidae,g:Chironomus,s:Chironomus bifurcatus	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Chironomidae,g:Chironomus,s:Chironomus bifurcatus	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Chironomidae,g:Chironomus,s:Chironomus bifurcatus	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU503	GS|100.0|BOLD:AAK8171_KT621937;k:Animalia,p:Arthropoda,c:Arachnida,o:Trombidiformes,f:Unionicolidae,g:Neumania	k:Animalia,p:Arthropoda,c:Arachnida,o:Trombidiformes,f:Unionicolidae,g:Neumania	k:Animalia,p:Arthropoda,c:Arachnida,o:Trombidiformes,f:Unionicolidae,g:Neumania	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU504	GS|100.0|BOLD:AAV5324_MF702974;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Cecidomyiidae	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Cecidomyiidae	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Cecidomyiidae	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU505	US|1.0000|None;k:Animalia,p:Arthropoda,c:Insecta,o:Hymenoptera	No hit	k:Animalia,p:Arthropoda	k:Animalia,p:Arthropoda,c:Insecta,o:Hymenoptera
OTU506	GS|100.0|BOLD:AAH3812_KR915429;k:Animalia,p:Arthropoda,c:Insecta,o:Coleoptera,f:Dytiscidae,g:Rhantus,s:Rhantus binotatus	k:Animalia,p:Arthropoda,c:Insecta,o:Coleoptera,f:Dytiscidae,g:Rhantus,s:Rhantus binotatus	k:Animalia,p:Arthropoda,c:Insecta,o:Coleoptera,f:Dytiscidae,g:Rhantus,s:Rhantus binotatus	k:Animalia,p:Arthropoda,c:Insecta,o:Coleoptera
OTU507	US|1.0000|BOLD:ABA5773_KR344590;k:Animalia,p:Chordata,c:Mammalia,o:Rodentia	k:Animalia,p:Arthropoda,c:Insecta,o:Hemiptera,f:Cicadellidae,g:Typhlocyba,s:Typhlocyba modesta	k:Animalia	k:Animalia,p:Chordata,c:Mammalia,o:Rodentia
OTU508	US|1.0000|BOLD:AAZ5764_KM611631;k:Animalia,p:Arthropoda,c:Arachnida,o:Araneae	k:Animalia,p:Arthropoda,c:Diplopoda,o:Polydesmida,f:Xystodesmidae	k:Animalia,p:Arthropoda	k:Animalia,p:Arthropoda,c:Arachnida,o:Araneae
OTU509	US|1.0000|BOLD:AAV1573_NA;k:Animalia,p:Arthropoda,c:Insecta,o:Ephemeroptera	k:Animalia,p:Arthropoda,c:Arachnida,o:Araneae,f:Dysderidae	k:Animalia,p:Arthropoda	k:Animalia,p:Arthropoda,c:Insecta,o:Ephemeroptera
OTU510	US|1.0000|BOLD:AAH8474_KX070898;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta,o:Lepidoptera,f:Gracillariidae,g:Phyllonorycter,s:Phyllonorycter agilella	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU511	US|1.0000|BOLD:ABW3746_NA;k:Animalia,p:Arthropoda,c:Insecta,o:Ephemeroptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Insecta,o:Ephemeroptera
OTU512	GS|99.7|BOLD:AAG5507_KM989088;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Chironomidae,g:Chironomus,s:Chironomus atrella	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Chironomidae,g:Chironomus,s:Chironomus atrella	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU513	GS|100.0|BOLD:AAB4130_NA;k:Animalia,p:Arthropoda,c:Insecta,o:Plecoptera,f:Chloroperlidae,g:Sweltsa,s:Sweltsa onkos	k:Animalia,p:Arthropoda,c:Insecta,o:Plecoptera,f:Chloroperlidae,g:Sweltsa,s:Sweltsa onkos	k:Animalia,p:Arthropoda,c:Insecta,o:Plecoptera,f:Chloroperlidae,g:Sweltsa	k:Animalia,p:Arthropoda,c:Insecta,o:Plecoptera
OTU514	US|1.0000|BOLD:ABV1228_KR285697;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Chironomidae,g:Micropsectra	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU515	US|1.0000|BOLD:ADG9539_MK081021;k:Animalia,p:Arthropoda,c:Insecta,o:Psocodea	k:Animalia,p:Arthropoda,c:Insecta,o:Coleoptera,f:Aderidae	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Insecta,o:Psocodea
OTU516	GS|100.0|BOLD:AAB3308_KR399296;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Rhagionidae,g:Rhagio,s:Rhagio mystaceus	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Rhagionidae,g:Rhagio,s:Rhagio mystaceus	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Rhagionidae,g:Rhagio,s:Rhagio mystaceus	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU517	US|1.0000|BOLD:AAI9728_NA;k:Animalia,p:Arthropoda,c:Insecta,o:Hymenoptera	k:Animalia,p:Arthropoda,c:Insecta,o:Lepidoptera	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Insecta,o:Hymenoptera
OTU518	US|1.0000|BOLD:AAU4173_JQ667599;k:Animalia,p:Arthropoda,c:Insecta,o:Lepidoptera	k:Animalia,p:Chordata,c:Mammalia,o:Rodentia,f:Muridae,g:Colomys,s:Colomys goslingi	k:Animalia	k:Animalia,p:Arthropoda,c:Insecta,o:Lepidoptera
OTU519	GS|100.0|BOLD:AAG5457_HQ928332;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Chironomidae	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Chironomidae	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Chironomidae	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU520	US|1.0000|BOLD:ACN4660_NA;k:Animalia,p:Arthropoda,c:Arachnida,o:Trombidiformes	k:Animalia,p:Arthropoda,c:Insecta,o:Hemiptera	k:Animalia,p:Arthropoda	k:Animalia,p:Arthropoda,c:Arachnida,o:Trombidiformes
OTU521	US|1.0000|None;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	No hit	k:Animalia,p:Arthropoda	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU522	GS|100.0|BOLD:AAE9052_MF833373;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Stratiomyidae,g:Stratiomys,s:Stratiomys normula	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Stratiomyidae,g:Stratiomys,s:Stratiomys normula	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Stratiomyidae,g:Stratiomys,s:Stratiomys barbata	k:Animalia,p:Arthropoda,c:Insecta,o:Lepidoptera
OTU523	US|1.0000|BOLD:AAC0903_KT114554;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Chironomidae,g:Chironomus,s:Chironomus acidophilus	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU524	US|1.0000|BOLD:AAG3918_KJ084679;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Chironomidae,g:Procladius	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU525	SS|0.9300|BOLD:AAG5640_KR518695;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Sepsidae,g:Nemopoda,s:Nemopoda nitidula	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Sepsidae,g:Nemopoda,s:Nemopoda nitidula	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Sepsidae,g:Nemopoda,s:Nemopoda nitidula	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU526	US|1.0000|BOLD:AAC7731_NA;k:Animalia,p:Arthropoda,c:Insecta,o:Hymenoptera	k:Animalia,p:Arthropoda,c:Insecta,o:Lepidoptera,f:Sphingidae,g:Ceratomia,s:Ceratomia amyntor	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Insecta,o:Hymenoptera
OTU527	US|1.0000|BOLD:AAN4488_KP845857;k:Animalia,p:Arthropoda,c:Insecta,o:Lepidoptera	k:Animalia,p:Arthropoda,c:Insecta,o:Thysanoptera,f:Phlaeothripidae,g:Haplothrips,s:Haplothrips tenuipennis	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Insecta,o:Lepidoptera
OTU528	GS|100.0|BOLD:AAP1125_KR669154;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Muscidae,g:Lispe,s:Lispe albitarsis	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Muscidae,g:Lispe,s:Lispe albitarsis	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Muscidae,g:Lispe,s:Lispe albitarsis	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU529	GS|100.0|BOLD:AAB8452_MG040123;k:Animalia,p:Arthropoda,c:Collembola,o:Entomobryomorpha,f:Entomobryidae,g:Lepidocyrtus,s:Lepidocyrtus paradoxus	k:Animalia,p:Arthropoda,c:Collembola,o:Entomobryomorpha,f:Entomobryidae,g:Lepidocyrtus,s:Lepidocyrtus paradoxus	k:Animalia,p:Arthropoda,c:Collembola,o:Entomobryomorpha,f:Entomobryidae,g:Lepidocyrtus,s:Lepidocyrtus paradoxus	k:Animalia,p:Arthropoda,c:Collembola,o:Entomobryomorpha
OTU530	US|1.0000|BOLD:ACI6936_KM840494;k:Animalia,p:Arthropoda,c:Insecta,o:Lepidoptera	k:Animalia,p:Arthropoda,c:Arachnida,o:Trombidiformes	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Insecta,o:Lepidoptera
OTU531	US|1.0000|BOLD:ACK8917_NA;k:Animalia,p:Arthropoda,c:Insecta,o:Hymenoptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Insecta,o:Hymenoptera
OTU532	US|1.0000|BOLD:AAV1187_NA;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Arachnida,o:Scorpiones,f:Euscorpiidae,g:Euscorpius	k:Animalia,p:Arthropoda	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU533	GS|97.4|BOLD:ACN7595_NA;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Culicidae,g:Anopheles,s:Anopheles walkeri	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Culicidae,g:Anopheles,s:Anopheles walkeri	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Culicidae,g:Anopheles,s:Anopheles walkeri	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU534	GS|99.5|BOLD:AAD4355_NA;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Culicidae,g:Aedes,s:Aedes provocans	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Culicidae,g:Aedes,s:Aedes provocans	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Culicidae	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU535	US|1.0000|BOLD:ACI4743_MG048224;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Arachnida,o:Araneae,f:Linyphiidae,g:Scirites,s:Scirites pectinatus	k:Animalia,p:Arthropoda	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU536	US|1.0000|BOLD:ABV1324_KR686668;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Sciaridae	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU537	SS|0.8800|BOLD:ACY3306_MF836841;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Tachinidae,g:Acemya	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Tachinidae,g:Acemya,s:Acemya tibialis	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Tachinidae,g:Acemya	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU538	US|1.0000|None;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	No hit	k:Animalia	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU539	US|1.0000|BOLD:ABZ4839_KM927804;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Scathophagidae	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU540	US|1.0000|BOLD:ABV1360_KR656011;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Cecidomyiidae,g:Rhopalomyia	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU541	US|1.0000|None;k:Animalia,p:Arthropoda,c:Insecta,o:Trichoptera	No hit	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Insecta,o:Trichoptera
OTU542	GS|99.3|BOLD:AAP6320_JF873644;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Dolichopodidae	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Dolichopodidae	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Dolichopodidae	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU543	US|1.0000|None;k:Animalia,p:Arthropoda,c:Insecta,o:Hymenoptera	No hit	k:Animalia,p:Arthropoda	k:Animalia,p:Arthropoda,c:Insecta,o:Hymenoptera
OTU544	US|1.0000|BOLD:ADF9847_MK082418;k:Animalia,p:Arthropoda,c:Insecta,o:Hymenoptera	k:Animalia,p:Arthropoda,c:Insecta,o:Coleoptera,f:Carabidae	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Insecta,o:Hymenoptera
OTU545	US|1.0000|None;k:Animalia,p:Arthropoda,c:Insecta,o:Hymenoptera	No hit	k:Animalia,p:Arthropoda	k:Animalia,p:Arthropoda,c:Insecta,o:Hymenoptera
OTU546	GS|99.8|BOLD:ACM1304_MG177542;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Chironomidae,g:Polypedilum	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Chironomidae,g:Polypedilum	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Chironomidae,g:Polypedilum	k:Animalia,p:Arthropoda,c:Insecta,o:Blattodea
OTU547	US|1.0000|None;k:Animalia,p:Chordata,c:Elasmobranchii,o:Rajiformes	No hit	k:Animalia,p:Arthropoda	k:Animalia,p:Chordata,c:Elasmobranchii,o:Rajiformes
OTU548	US|1.0000|BOLD:ACN9626_NA;k:Animalia,p:Arthropoda,c:Insecta,o:Hymenoptera	k:Animalia,p:Arthropoda,c:Arachnida,o:Araneae	k:Animalia,p:Arthropoda	k:Animalia,p:Arthropoda,c:Insecta,o:Hymenoptera
OTU549	GS|100.0|BOLD:AAB1170_KR761925;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Chironomidae,g:Orthocladius,s:Orthocladius rivicola	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Chironomidae,g:Orthocladius,s:Orthocladius rivicola	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU550	US|1.0000|None;k:Animalia,p:Arthropoda,c:Hexanauplia,o:Calanoida	No hit	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Hexanauplia,o:Calanoida
OTU551	US|1.0000|BOLD:AAD7566_NA;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Tachinidae,g:Sphaerina	k:Animalia,p:Arthropoda	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU552	GS|97.1|BOLD:ACZ4138_MG172926;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Chironomidae,g:Clinotanypus	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Chironomidae,g:Clinotanypus	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU553	US|1.0000|BOLD:ACM0215_NA;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta,o:Lepidoptera	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU554	GS|100.0|BOLD:ADG6392_NA;k:Animalia,p:Arthropoda,c:Insecta,o:Blattodea,f:Rhinotermitidae,g:Reticulitermes,s:Reticulitermes flavipes	k:Animalia,p:Arthropoda,c:Insecta,o:Blattodea,f:Rhinotermitidae,g:Reticulitermes,s:Reticulitermes flavipes	k:Animalia,p:Arthropoda,c:Insecta,o:Blattodea	k:Animalia,p:Arthropoda,c:Insecta,o:Blattodea
OTU555	US|1.0000|None;k:Animalia,p:Chordata,c:Actinopterygii,o:Scorpaeniformes	No hit	k:Animalia	k:Animalia,p:Chordata,c:Actinopterygii,o:Scorpaeniformes
OTU556	US|1.0000|BOLD:ACL2224_MG062396;k:Animalia,p:Arthropoda,c:Insecta,o:Coleoptera	k:Animalia,p:Arthropoda,c:Insecta,o:Coleoptera,f:Haliplidae,g:Haliplus,s:Haliplus leechi	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Insecta,o:Coleoptera
OTU557	SS|0.9400|BOLD:AAP5789_JF889556;k:Animalia,p:Arthropoda,c:Insecta,o:Coleoptera,f:Dermestidae,g:Anthrenus,s:Anthrenus scrophulariae	k:Animalia,p:Arthropoda,c:Insecta,o:Coleoptera,f:Dermestidae,g:Anthrenus,s:Anthrenus scrophulariae	k:Animalia,p:Arthropoda,c:Insecta,o:Coleoptera,f:Dermestidae,g:Anthrenus,s:Anthrenus scrophulariae	k:Animalia,p:Arthropoda,c:Insecta,o:Coleoptera
OTU558	US|1.0000|BOLD:AAB6760_JF287873;k:Animalia,p:Arthropoda,c:Insecta,o:Lepidoptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Chironomidae,g:Rheocricotopus,s:Rheocricotopus robacki	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Insecta,o:Lepidoptera
OTU559	US|1.0000|BOLD:ACA8192_NA;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Dolichopodidae	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU560	US|1.0000|BOLD:ACW5044_NA;k:Animalia,p:Arthropoda,c:Insecta,o:Coleoptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Insecta,o:Coleoptera
OTU561	GS|100.0|BOLD:AAD8027_KT611583;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Culicidae,g:Aedes,s:Aedes fitchii	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Culicidae,g:Aedes,s:Aedes fitchii	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Culicidae,g:Aedes,s:Aedes fitchii	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU562	GS|100.0|BOLD:AAM6286_KT099910;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Chironomidae	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Chironomidae	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Chironomidae	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
