#OTUID	taxonomy	USEARCH	SINTAX	UTAX
OTU1	GS|100.0|BOLD:AAC8614_AY666472;k:Animalia,p:Chordata,c:Aves,o:Passeriformes,f:Hirundinidae,g:Tachycineta,s:Tachycineta bicolor	k:Animalia,p:Chordata,c:Aves,o:Passeriformes,f:Hirundinidae,g:Tachycineta,s:Tachycineta bicolor	k:Animalia,p:Chordata,c:Aves,o:Passeriformes	k:Animalia,p:Chordata,c:Aves,o:Passeriformes
OTU2	US|1.0000|None;k:Animalia,p:Arthropoda,c:Arachnida,o:Sarcoptiformes	No hit	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Arachnida,o:Sarcoptiformes
OTU3	GS|100.0|BOLD:AAW5223_MG167275;k:Animalia,p:Arthropoda,c:Insecta,o:Hemiptera,f:Miridae,g:Neolygus,s:Neolygus caryae	k:Animalia,p:Arthropoda,c:Insecta,o:Hemiptera,f:Miridae,g:Neolygus,s:Neolygus caryae	k:Animalia,p:Arthropoda,c:Insecta,o:Hemiptera,f:Miridae,g:Neolygus,s:Neolygus caryae	k:Animalia,p:Arthropoda,c:Insecta,o:Hemiptera
OTU4	GS|100.0|BOLD:AAU6544_KR772234;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae,g:Ormosia,s:Ormosia affinis	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae,g:Ormosia,s:Ormosia affinis	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae,g:Ormosia,s:Ormosia affinis	k:Animalia,p:Chordata,c:Actinopterygii,o:Cypriniformes
OTU5	GSL|100.0|BOLD:AAB1679_HQ151837;k:Animalia,p:Arthropoda,c:Insecta,o:Plecoptera,f:Nemouridae,g:Amphinemura	k:Animalia,p:Arthropoda,c:Insecta,o:Plecoptera,f:Nemouridae,g:Amphinemura	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Insecta,o:Plecoptera
OTU6	GS|100.0|BOLD:AAN5879_KR396442;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU7	GS|100.0|BOLD:AAF8971_JN294694;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta,o:Lepidoptera
OTU8	GS|100.0|BOLD:ABW0282_MG093213;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU9	GS|100.0|BOLD:ABX6298_KR773375;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Tipulidae,g:Nephrotoma,s:Nephrotoma ferruginea	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Tipulidae,g:Nephrotoma,s:Nephrotoma ferruginea	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Tipulidae,g:Nephrotoma,s:Nephrotoma ferruginea	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU10	GS|99.7|BOLD:ADI9443_MF757358;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Asilidae,g:Leptogaster,s:Leptogaster flavipes	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Asilidae,g:Leptogaster,s:Leptogaster flavipes	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Asilidae,g:Leptogaster,s:Leptogaster flavipes	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU11	US|1.0000|BOLD:ADJ3811_KR399511;k:Animalia,p:Arthropoda,c:Insecta,o:Lepidoptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Rhagionidae,g:Chrysopilus,s:Chrysopilus asiliformis	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta,o:Lepidoptera
OTU12	US|1.0000|BOLD:AAL7864_KR245372;k:Animalia,p:Arthropoda,c:Insecta,o:Lepidoptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Sciaridae,g:Corynoptera,s:Corynoptera trepida	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Insecta,o:Lepidoptera
OTU13	US|1.0000|None;k:Animalia,p:Chordata,c:Actinopterygii,o:Zeiformes	No hit	k:Animalia	k:Animalia,p:Chordata,c:Actinopterygii,o:Zeiformes
OTU14	GS|100.0|BOLD:AAD6051_NA;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Tipulidae,g:Angarotipula,s:Angarotipula illustris	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Tipulidae,g:Angarotipula,s:Angarotipula illustris	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU15	GS|100.0|BOLD:ACF7745_NA;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Trichoceridae,g:Trichocera,s:Trichocera regelationis	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Trichoceridae,g:Trichocera,s:Trichocera regelationis	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU16	US|1.0000|None;k:Animalia,p:Chordata,c:Reptilia,o:Squamata	No hit	k:Animalia,p:Chordata	k:Animalia,p:Chordata,c:Reptilia,o:Squamata
OTU17	GS|100.0|BOLD:ABX5520_HM416351;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Tipulidae,g:Tipula,s:Tipula hermannia	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Tipulidae,g:Tipula,s:Tipula hermannia	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU18	GS|100.0|BOLD:ACP3905_KR774427;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae,g:Dicranomyia,s:Dicranomyia ponojensis	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae,g:Dicranomyia,s:Dicranomyia ponojensis	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU19	GS|100.0|BOLD:AAK8834_KR392800;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae,g:Metalimnobia,s:Metalimnobia triocellata	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae,g:Metalimnobia,s:Metalimnobia triocellata	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae,g:Metalimnobia,s:Metalimnobia triocellata	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU20	GS|100.0|BOLD:AAF9768_JN291573;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Hybotidae,g:Platypalpus,s:Platypalpus holosericus	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Hybotidae,g:Platypalpus,s:Platypalpus holosericus	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Hybotidae,g:Platypalpus,s:Platypalpus holosericus	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU21	US|1.0000|None;k:Animalia,p:Arthropoda,c:Arachnida,o:Sarcoptiformes	No hit	k:Animalia	k:Animalia,p:Arthropoda,c:Arachnida,o:Sarcoptiformes
OTU22	GS|98.3|BOLD:ABV9305_MG088122;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU23	GSL|100.0|BOLD:AAP2568_KR564484;k:Animalia,p:Arthropoda,c:Insecta,o:Hemiptera,f:Gerridae,g:Gerris,s:Gerris marginatus	k:Animalia,p:Arthropoda,c:Insecta,o:Hemiptera,f:Gerridae,g:Gerris	k:Animalia,p:Arthropoda,c:Insecta,o:Hemiptera,f:Gerridae,g:Gerris,s:Gerris marginatus	k:Animalia,p:Arthropoda,c:Insecta,o:Coleoptera
OTU24	GS|100.0|BOLD:AAP6384_MG295431;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Psychodidae	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Psychodidae	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU25	US|1.0000|None;k:Animalia,p:Arthropoda,c:Insecta,o:Coleoptera	No hit	k:Animalia,p:Arthropoda	k:Animalia,p:Arthropoda,c:Insecta,o:Coleoptera
OTU26	US|1.0000|None;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	No hit	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU27	GS|100.0|BOLD:AAG7276_KM903479;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Sphaeroceridae,g:Leptocera,s:Leptocera erythrocera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Sphaeroceridae,g:Leptocera,s:Leptocera erythrocera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Sphaeroceridae,g:Leptocera,s:Leptocera erythrocera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU28	GS|100.0|BOLD:AAA3898_KR421212;k:Animalia,p:Arthropoda,c:Insecta,o:Hymenoptera,f:Formicidae,g:Tapinoma,s:Tapinoma sessile	k:Animalia,p:Arthropoda,c:Insecta,o:Hymenoptera,f:Formicidae,g:Tapinoma,s:Tapinoma sessile	k:Animalia,p:Arthropoda,c:Insecta,o:Hymenoptera,f:Formicidae,g:Tapinoma,s:Tapinoma sessile	k:Animalia,p:Arthropoda,c:Insecta,o:Hymenoptera
OTU29	GS|100.0|BOLD:ABY8689_NA;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae,g:Rhipidia,s:Rhipidia maculata	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae,g:Rhipidia,s:Rhipidia maculata	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae,g:Rhipidia,s:Rhipidia maculata	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU30	US|1.0000|None;k:Animalia,p:Chordata,c:Actinopterygii,o:Gobiiformes	No hit	k:Animalia	k:Animalia,p:Chordata,c:Actinopterygii,o:Gobiiformes
OTU31	US|1.0000|None;k:Animalia,p:Chordata,c:Actinopterygii,o:Pleuronectiformes	No hit	k:Animalia	k:Animalia,p:Chordata,c:Actinopterygii,o:Pleuronectiformes
OTU32	GS|100.0|BOLD:AAF9014_MF884583;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae,g:Symplecta,s:Symplecta cana	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae,g:Symplecta,s:Symplecta cana	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae,g:Symplecta,s:Symplecta cana	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU33	GS|99.7|BOLD:AAF8995_JF286649;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae,g:Antocha,s:Antocha saxicola	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae,g:Antocha	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae,g:Antocha,s:Antocha saxicola	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU34	US|1.0000|BOLD:ABX3078_NA;k:Animalia,p:Arthropoda,c:Insecta,o:Lepidoptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Ceratopogonidae,g:Culicoides,s:Culicoides schultzei	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Insecta,o:Lepidoptera
OTU35	US|1.0000|BOLD:AAF9785_KR395915;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Empididae	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU36	GS|100.0|BOLD:AAN6243_MG168386;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Tachinidae	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Tachinidae	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU37	GS|100.0|BOLD:AAO3944_MF892465;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae,g:Geranomyia	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae,g:Geranomyia	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae,g:Geranomyia	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU38	GS|100.0|BOLD:AAJ3982_KJ962796;k:Animalia,p:Arthropoda,c:Insecta,o:Coleoptera,f:Hydrophilidae,g:Sphaeridium,s:Sphaeridium lunatum	k:Animalia,p:Arthropoda,c:Insecta,o:Coleoptera,f:Hydrophilidae,g:Sphaeridium,s:Sphaeridium lunatum	k:Animalia,p:Arthropoda,c:Insecta,o:Coleoptera,f:Hydrophilidae,g:Sphaeridium,s:Sphaeridium lunatum	k:Animalia,p:Arthropoda,c:Insecta,o:Coleoptera
OTU39	US|1.0000|None;k:Animalia,p:Arthropoda,c:Insecta,o:Hymenoptera	No hit	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Insecta,o:Hymenoptera
OTU40	GS|100.0|BOLD:AAP5789_JF889556;k:Animalia,p:Arthropoda,c:Insecta,o:Coleoptera,f:Dermestidae,g:Anthrenus,s:Anthrenus scrophulariae	k:Animalia,p:Arthropoda,c:Insecta,o:Coleoptera,f:Dermestidae,g:Anthrenus,s:Anthrenus scrophulariae	k:Animalia,p:Arthropoda,c:Insecta,o:Coleoptera,f:Dermestidae,g:Anthrenus,s:Anthrenus scrophulariae	k:Animalia,p:Arthropoda,c:Insecta,o:Coleoptera
OTU41	GS|100.0|BOLD:AAG5512_MF726532;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Chironomidae	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Chironomidae	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Chironomidae	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU42	US|1.0000|None;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	No hit	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU43	GS|100.0|BOLD:AAM7076_MG377611;k:Animalia,p:Arthropoda,c:Insecta,o:Ephemeroptera,f:Baetidae,g:Cloeon,s:Cloeon dipterum	k:Animalia,p:Arthropoda,c:Insecta,o:Ephemeroptera,f:Baetidae,g:Cloeon,s:Cloeon dipterum	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU44	GS|99.3|BOLD:ADM7020_KX781763;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Chironomidae,g:Chironomus,s:Chironomus plumosus	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Chironomidae,g:Chironomus,s:Chironomus plumosus	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Chironomidae,g:Chironomus,s:Chironomus entis	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU45	GS|100.0|BOLD:AAZ3920_MG168022;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Tachinidae,g:Patelloa,s:Patelloa pachypyga	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Tachinidae,g:Patelloa,s:Patelloa pachypyga	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Tachinidae,g:Patelloa,s:Patelloa pachypyga	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU46	US|1.0000|None;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	No hit	k:Animalia,p:Arthropoda	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU47	GS|99.7|BOLD:AAF9008_MG093580;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae,g:Helius,s:Helius flavipes	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae,g:Helius,s:Helius flavipes	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae,g:Helius,s:Helius flavipes	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU48	GS|100.0|BOLD:AAC0903_KR174483;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Chironomidae,g:Chironomus,s:Chironomus acidophilus	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Chironomidae,g:Chironomus,s:Chironomus acidophilus	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Chironomidae,g:Chironomus,s:Chironomus acidophilus	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU49	GS|99.3|BOLD:ABW4424_KP041648;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae,g:Dicranomyia	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae,g:Dicranomyia	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae,g:Dicranomyia	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU50	US|1.0000|None;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	No hit	k:Animalia,p:Arthropoda	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU51	GSL|100.0|BOLD:AAB4412_NA;k:Animalia,p:Arthropoda,c:Insecta,o:Odonata,f:Corduliidae,g:Epitheca,s:Epitheca spinigera	k:Animalia,p:Arthropoda,c:Insecta,o:Odonata,f:Corduliidae,g:Epitheca	k:Animalia,p:Arthropoda,c:Insecta,o:Odonata,f:Corduliidae,g:Epitheca,s:Epitheca spinigera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU52	GSL|99.7|BOLD:AAP8635_JF876500;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae,g:Dicranomyia,s:Dicranomyia 	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae,g:Dicranomyia	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae,g:Dicranomyia,s:Dicranomyia 	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU53	GS|100.0|BOLD:AAF9035_KR386601;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Tipulidae,g:Nephrotoma,s:Nephrotoma alterna	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Tipulidae,g:Nephrotoma,s:Nephrotoma alterna	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Tipulidae,g:Nephrotoma,s:Nephrotoma alterna	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU54	GS|100.0|BOLD:AAN5882_NA;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae,g:Erioptera,s:Erioptera caliptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae,g:Erioptera,s:Erioptera caliptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU55	US|1.0000|BOLD:ACS9051_NA;k:Animalia,p:Arthropoda,c:Arachnida,o:Mesostigmata	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Arachnida,o:Mesostigmata
OTU56	GS|100.0|BOLD:AAF9055_KR681578;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae,g:Erioptera,s:Erioptera septemtrionis	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae,g:Erioptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae,g:Erioptera,s:Erioptera septemtrionis	k:Animalia,p:Arthropoda,c:Insecta,o:Lepidoptera
OTU57	US|1.0000|None;k:Animalia,p:Arthropoda,c:Arachnida,o:Mesostigmata	No hit	k:Animalia,p:Arthropoda	k:Animalia,p:Arthropoda,c:Arachnida,o:Mesostigmata
OTU58	US|1.0000|None;k:Animalia,p:Arthropoda,c:Insecta,o:Coleoptera	No hit	k:Animalia,p:Arthropoda	k:Animalia,p:Arthropoda,c:Insecta,o:Coleoptera
OTU59	GSL|100.0|BOLD:AAA2041_KC016335;k:Animalia,p:Arthropoda,c:Insecta,o:Ephemeroptera,f:Baetidae,g:Baetis,s:Baetis phoebus	k:Animalia,p:Arthropoda,c:Insecta,o:Ephemeroptera,f:Baetidae,g:Baetis	k:Animalia,p:Arthropoda,c:Insecta,o:Ephemeroptera,f:Baetidae,g:Baetis,s:Baetis phoebus	k:Animalia,p:Arthropoda,c:Insecta,o:Ephemeroptera
OTU60	US|1.0000|None;k:Animalia,p:Chordata,c:Aves,o:Gruiformes	No hit	k:Animalia	k:Animalia,p:Chordata,c:Aves,o:Gruiformes
OTU61	GS|99.3|BOLD:AAI4397_JF286653;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae,g:Antocha	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae,g:Antocha	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae,g:Antocha	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU62	US|1.0000|BOLD:AAL7864_KR500880;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Sciaridae,g:Corynoptera,s:Corynoptera trepida	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU63	US|1.0000|BOLD:ABV4843_NA;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae,g:Gonomyia,s:Gonomyia dentata	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU64	GS|99.7|BOLD:AAF5411_EU484521;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Tephritidae,g:Procecidochares,s:Procecidochares atra	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Tephritidae,g:Procecidochares,s:Procecidochares atra	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Tephritidae,g:Procecidochares,s:Procecidochares atra	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU65	GS|100.0|BOLD:ABW1518_NA;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Ceratopogonidae	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Ceratopogonidae	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU66	GS|98.8|BOLD:AAH2952_KR520706;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Rhagionidae,g:Chrysopilus,s:Chrysopilus thoracicus	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Rhagionidae,g:Chrysopilus	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Rhagionidae,g:Chrysopilus,s:Chrysopilus thoracicus	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU67	GS|100.0|BOLD:ACH9255_NA;k:Animalia,p:Arthropoda,c:Arachnida,o:Trombidiformes	k:Animalia,p:Arthropoda,c:Arachnida,o:Trombidiformes	k:Animalia,p:Arthropoda,c:Arachnida,o:Trombidiformes	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU68	GS|100.0|BOLD:ACV5583_MF879577;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Empididae	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Empididae	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Empididae	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU69	US|1.0000|BOLD:AAK8834_KR387379;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae,g:Metalimnobia,s:Metalimnobia triocellata	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU70	US|1.0000|None;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	No hit	k:Animalia,p:Arthropoda	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU71	US|1.0000|BOLD:ACD5825_KU875558;k:Animalia,p:Arthropoda,c:Arachnida,o:Araneae	k:Animalia,p:Arthropoda,c:Insecta,o:Coleoptera,f:Hydraenidae,g:Neochthebius,s:Neochthebius vandykei	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Arachnida,o:Araneae
OTU72	GS|100.0|BOLD:AAI4303_KR772378;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Chironomidae,g:Chironomus,s:Chironomus melanescens	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Chironomidae,g:Chironomus,s:Chironomus melanescens	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Chironomidae,g:Chironomus,s:Chironomus melanescens	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU73	GS|99.0|BOLD:ACM7822_KR722892;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Cecidomyiidae	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Cecidomyiidae	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Cecidomyiidae	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU74	US|1.0000|None;k:Animalia,p:Arthropoda,c:Insecta,o:Hemiptera	No hit	k:Animalia	k:Animalia,p:Arthropoda,c:Insecta,o:Hemiptera
OTU75	GS|100.0|BOLD:ACM9786_KR389196;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae,g:Erioptera,s:Erioptera chlorophylla	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae,g:Erioptera,s:Erioptera chlorophylla	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU76	GS|100.0|BOLD:AAP5087_KR672757;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Ceratopogonidae,g:Dasyhelea	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Ceratopogonidae,g:Dasyhelea	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Ceratopogonidae,g:Dasyhelea	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
