"","Individual_Band","Exp_Year","Adult_or_Nestling","Sex","Capture_Date","Species","Location","Site","Nest","Capture_Number","Age","Mass","Bill.Head","Flat_Wing","Current_Brood_Size","Nestling_Fate","sampleID","Notes","site_box_year","Nest_Experiment","Nest_Treatment","Day6_Brood_Mass","Brood_Size_Day6","Nest_Fate","avg_day6_mass","exp_treat"
"107","278172407","2019","Adult","F","01-Jun-19","TRES","Ithaca","Unit_4","71","1","ASY",24.25,28.4,119,NA,"","","","Unit_4_71_2019","Light","Light_Control",70,6,"Fledged",11.6666666666667,"Light_Light_Control"
"108","278172408","2019","Adult","F","01-Jun-19","TRES","Ithaca","Unit_4","12","1","SY",21,27.3,116,NA,"","","","Unit_4_12_2019","Light","Light",20.74,3,"Fledged",6.91333333333333,"Light_Light"
"109","278172409","2019","Adult","F","01-Jun-19","TRES","Ithaca","Unit_4","7","1","ASY",23,28.4,113,NA,"","P19N087","","Unit_4_7_2019","Light","Light_Control",NA,NA,"Died",NA,"Light_Light_Control"
"110","281128403","2019","Adult","F","01-Jun-19","TRES","Ithaca","Unit_2","94","2","SY",20,NA,NA,NA,"","","","Unit_2_94_2019","Color_Stress","Pred_Con",73,6,"Died",12.1666666666667,"Color_Stress_Pred_Con"
"111","281128702","2019","Adult","F","01-Jun-19","TRES","Ithaca","Unit_1","65","1","SY",21.25,28.7,114,NA,"","P19N083","","Unit_1_65_2019","Color_Stress","Pred_Con",NA,NA,"Died",NA,"Color_Stress_Pred_Con"
"112","281128703","2019","Adult","F","01-Jun-19","TRES","Ithaca","Unit_1","308","1","ASY",23,27.6,115,NA,"","P19N085","","Unit_1_308_2019","","Control",NA,NA,"Fledged",NA,"Control"
"113","156181153","2019","Adult","F","02-Jun-19","TRES","Ithaca","Unit_2","57","1","SY",23.25,28.2,111,NA,"","P19N097","Different band numbers written on data sheet. On femal capture #1, band number was 156181158. Band # 156181153 is recorded in last year's data sheet.","Unit_2_57_2019","Color_Stress","Pred_Con",43,5,"Died",8.6,"Color_Stress_Pred_Con"
"114","262126105","2019","Adult","M","02-Jun-19","TRES","Ithaca","Unit_2","122","1","AHY",23.5,29.6,121,NA,"","P19N092","","Unit_2_122_2019","Color_Stress","Pred_Con",64,5,"Died",12.8,"Color_Stress_Pred_Con"
"115","272106728","2019","Adult","F","02-Jun-19","TRES","Ithaca","Unit_2","54","1","ASY",23.5,28.1,116,NA,"","P19N096","","Unit_2_54_2019","Color_Stress","Pred_Con",60,6,"Fledged",10,"Color_Stress_Pred_Con"
"116","272107290","2019","Adult","F","02-Jun-19","TRES","Ithaca","Turkey_Hill","97","1","ASY",24,27.5,117,NA,"","P19N099","-Haematoma in both wings; could not get Dex bleed
-14 feathers / mites","Turkey_Hill_97_2019","Light","Light_Control",45,5,"Fledged",9,"Light_Light_Control"
"117","278171870","2019","Adult","F","02-Jun-19","TRES","Ithaca","Unit_2","12","2","SY",21.5,NA,NA,NA,"","P19N093","","Unit_2_12_2019","Color_Stress","Pred_Dul",59,5,"Died",11.8,"Color_Stress_Pred_Dul"
"118","278171876","2019","Adult","F","02-Jun-19","TRES","Ithaca","Unit_2","107","1","SY",24.25,28.8,119,NA,"","P19N098","","Unit_2_107_2019","Color_Stress","Cont_Dul",NA,NA,"Abandoned",NA,"Color_Stress_Cont_Dul"
"119","278171877","2019","Adult","F","02-Jun-19","TRES","Ithaca","Unit_2","9","1","SY",22.5,28.6,113,NA,"","P19N094","","Unit_2_9_2019","Color_Stress","Pred_Dul",22,3,"Fledged",7.33333333333333,"Color_Stress_Pred_Dul"
"120","278172159","2019","Adult","F","02-Jun-19","TRES","Ithaca","Unit_2","25","1","ASY",19.5,28.9,114,NA,"","P19N095","","Unit_2_25_2019","Color_Stress","Cont_Dul",NA,NA,"Abandoned",NA,"Color_Stress_Cont_Dul"
"121","278172224","2019","Adult","F","02-Jun-19","TRES","Ithaca","Unit_1","47","2","SY",21,NA,NA,NA,"","P19N090","","Unit_1_47_2019","Color_Stress","Cont_Con",66,5,"Died",13.2,"Color_Stress_Cont_Con"
"122","281128701","2019","Adult","F","02-Jun-19","TRES","Ithaca","Unit_1","105","2","SY",21,NA,NA,NA,"","","","Unit_1_105_2019","Color_Stress","Pred_Dul",65,5,"Fledged",13,"Color_Stress_Pred_Dul"
"123","281128704","2019","Adult","F","02-Jun-19","TRES","Ithaca","Unit_1","58","1","SY",23.25,28,118,NA,"","P19N089","","Unit_1_58_2019","Color_Stress","Pred_Con",48,4,"Fledged",12,"Color_Stress_Pred_Con"
"124","281128705","2019","Adult","F","02-Jun-19","TRES","Ithaca","Unit_1","319","1","SY",24,28.7,117,NA,"","P19N091","","Unit_1_319_2019","","Control",NA,NA,"Fledged",NA,"Control"
"125","88004754","2019","Adult","F","03-Jun-19","TRES","Ithaca","Unit_2","29","2","ASY",19.5,NA,NA,NA,"","P19N107","","Unit_2_29_2019","Color_Stress","Pred_Dul",36,3,"Fledged",12,"Color_Stress_Pred_Dul"
"126","212110294","2019","Adult","F","03-Jun-19","TRES","Ithaca","Unit_1","90","2","ASY",19,NA,NA,NA,"","","","Unit_1_90_2019","Color_Stress","Pred_Con",52,5,"Died",10.4,"Color_Stress_Pred_Con"
"127","272107361","2019","Adult","F","03-Jun-19","TRES","Ithaca","Unit_2","31","1","SY",20,28.4,109,NA,"","P19N105","","Unit_2_31_2019","Color_Stress","Cont_Dul",36,4,"Fledged",9,"Color_Stress_Cont_Dul"
"128","272107698","2019","Adult","F","03-Jun-19","TRES","Ithaca","Unit_2","122","2","ASY",19.25,NA,NA,NA,"","P19N106","","Unit_2_122_2019","Color_Stress","Pred_Con",64,5,"Died",12.8,"Color_Stress_Pred_Con"
"129","272107790","2019","Adult","F","03-Jun-19","TRES","Ithaca","Unit_1","435","1","ASY",22.5,28.7,118,NA,"","","","Unit_1_435_2019","","Control",NA,NA,"Fledged",NA,"Control"
"130","272107809","2019","Adult","F","03-Jun-19","TRES","Ithaca","Unit_1","81","2","ASY",21.25,NA,NA,NA,"","","","Unit_1_81_2019","Color_Stress","Cont_Con",60,5,"Fledged",12,"Color_Stress_Cont_Con"
"131","278171871","2019","Adult","F","03-Jun-19","TRES","Ithaca","Unit_2","1","2","SY",21,NA,NA,NA,"","","","Unit_2_1_2019","Color_Stress","Cont_Dul",62,6,"Died",10.3333333333333,"Color_Stress_Cont_Dul"
"132","278172151","2019","Adult","F","03-Jun-19","TRES","Ithaca","Unit_2","32","2","SY",20,NA,NA,NA,"","","","Unit_2_32_2019","Color_Stress","Cont_Dul",68,5,"Died",13.6,"Color_Stress_Cont_Dul"
"133","278172152","2019","Adult","F","03-Jun-19","TRES","Ithaca","Unit_2","41","2","SY",21,NA,NA,NA,"","","","Unit_2_41_2019","Color_Stress","Cont_Con",51,4,"Fledged",12.75,"Color_Stress_Cont_Con"
"134","278172153","2019","Adult","F","03-Jun-19","TRES","Ithaca","Unit_2","127","2","",17.5,NA,NA,NA,"","","","Unit_2_127_2019","Color_Stress","Pred_Con",60,5,"Died",12,"Color_Stress_Pred_Con"
"135","278172154","2019","Adult","F","03-Jun-19","TRES","Ithaca","Unit_2","75","2","SY",19,NA,NA,NA,"","P19N108","","Unit_2_75_2019","Color_Stress","Cont_Dul",74,6,"Fledged",12.3333333333333,"Color_Stress_Cont_Dul"
"136","278172160","2019","Adult","F","03-Jun-19","TRES","Ithaca","Unit_2","64","1","ASY",20.5,28.5,114,NA,"","P19N104","","Unit_2_64_2019","Color_Stress","Pred_Dul",35,6,"Died",5.83333333333333,"Color_Stress_Pred_Dul"
"137","278172232","2019","Adult","F","03-Jun-19","TRES","Ithaca","Unit_1","134","1","SY",22.5,27.9,116,NA,"","P19N102","","Unit_1_134_2019","Color_Stress","Pred_Dul",NA,NA,"Abandoned",NA,"Color_Stress_Pred_Dul"
"138","278172233","2019","Adult","F","03-Jun-19","TRES","Ithaca","Unit_1","86","1","SY",20.75,28.5,117,NA,"","P19N103","","Unit_1_86_2019","Color_Stress","Cont_Con",45,4,"Fledged",11.25,"Color_Stress_Cont_Con"
"139","278172234","2019","Adult","F","03-Jun-19","TRES","Ithaca","Unit_1","314","1","SY",21.5,28.4,111,NA,"","","","Unit_1_314_2019","","Control",NA,NA,"Fledged",NA,"Control"
"140","278172410","2019","Adult","F","03-Jun-19","TRES","Ithaca","Unit_4","95","1","ASY",23.5,27.9,110,NA,"","P19N101","","Unit_4_95_2019","Light","Light",54,5,"Fledged",10.8,"Light_Light"
"141","278172411","2019","Adult","F","03-Jun-19","TRES","Ithaca","Unit_4","84","1","ASY",24.5,27.6,115,NA,"","P19N100","No blood taken for Dex.
Ibutton: Yes
Egg photo: Yes
Poxy toe: Yes","Unit_4_84_2019","Light","Light_Control",84.4,5,"Fledged",16.88,"Light_Light_Control"
"142","281128706","2019","Adult","F","03-Jun-19","TRES","Ithaca","Unit_1","342","1","SY",19.75,27.7,115,NA,"","P19N109","","Unit_1_342_2019","","Control",NA,NA,"Died",NA,"Control"
"143","263113771","2019","Adult","M","04-Jun-19","TRES","Ithaca","Unit_1","349","1","AHY",19,27.8,120,NA,"","P19N118","","Unit_1_349_2019","","Control",NA,NA,"Fledged",NA,"Control"
"144","272106664","2019","Adult","M","04-Jun-19","TRES","Ithaca","Unit_2","103","1","AHY",20,28.5,121,NA,"","P19N111","","Unit_2_103_2019","Color_Stress","Cont_Con",54,6,"Fledged",9,"Color_Stress_Cont_Con"
"145","272106817","2019","Adult","F","04-Jun-19","TRES","Ithaca","Unit_2","22","2","ASY",20,NA,NA,NA,"","P19N114","","Unit_2_22_2019","Color_Stress","Cont_Con",NA,NA,"Died",NA,"Color_Stress_Cont_Con"
"146","272107786","2019","Adult","F","04-Jun-19","TRES","Ithaca","Unit_2","103","3","ASY",18.5,28,117,NA,"","P19N110","","Unit_2_103_2019","Color_Stress","Cont_Con",54,6,"Fledged",9,"Color_Stress_Cont_Con"
"147","272107805","2019","Adult","F","04-Jun-19","TRES","Ithaca","Unit_2","35","3","ASY",18,20.7,114,NA,"","","","Unit_2_35_2019","Color_Stress","Pred_Dul",55,5,"Fledged",11,"Color_Stress_Pred_Dul"
"148","278171872","2019","Adult","F","04-Jun-19","TRES","Ithaca","Unit_2","3","2","SY",18,NA,NA,NA,"","P19N113","","Unit_2_3_2019","Color_Stress","Cont_Dul",60,5,"Fledged",12,"Color_Stress_Cont_Dul"
"149","278171873","2019","Adult","F","04-Jun-19","TRES","Ithaca","Unit_2","82","2","SY",17,NA,NA,NA,"","P19N116","","Unit_2_82_2019","Color_Stress","Cont_Con",73,6,"Died",12.1666666666667,"Color_Stress_Cont_Con"
"150","278171875","2019","Adult","F","04-Jun-19","TRES","Ithaca","Unit_2","117","2","SY",19,NA,NA,NA,"","P19N117","","Unit_2_117_2019","Color_Stress","Pred_Dul",51,6,"Fledged",8.5,"Color_Stress_Pred_Dul"
"151","278171878","2019","Adult","M","04-Jun-19","TRES","Ithaca","Unit_2","35","1","AHY",18.25,28.9,116,NA,"","","Trap did not deploy caught by hand","Unit_2_35_2019","Color_Stress","Pred_Dul",55,5,"Fledged",11,"Color_Stress_Pred_Dul"
"152","278171896","2019","Adult","F","04-Jun-19","TRES","Ithaca","Unit_2","78","2","SY",19,NA,NA,NA,"","P19N115","","Unit_2_78_2019","Color_Stress","Cont_Con",29,3,"Fledged",9.66666666666667,"Color_Stress_Cont_Con"
"153","278172155","2019","Adult","F","04-Jun-19","TRES","Ithaca","Unit_2","15","2","SY",18,NA,NA,NA,"","","","Unit_2_15_2019","Color_Stress","Pred_Con",52,4,"Died",13,"Color_Stress_Pred_Con"
"154","281128601","2019","Adult","F","04-Jun-19","TRES","Ithaca","Unit_2","99","1","SY",19.5,28.1,116,NA,"","","","Unit_2_99_2019","Color_Stress","Cont_Con",36,4,"Fledged",9,"Color_Stress_Cont_Con"
"155","281128602","2019","Adult","F","04-Jun-19","TRES","Ithaca","Unit_2","85","1","ASY",23.5,27.4,116,NA,"","P19N112","","Unit_2_85_2019","Color_Stress","Cont_Dul",50.5,5,"Fledged",10.1,"Color_Stress_Cont_Dul"
"156","281128603","2019","Adult","F","04-Jun-19","TRES","Ithaca","Unit_2","72","1","SY",18,26.9,117,NA,"","","","Unit_2_72_2019","Color_Stress","Pred_Con",59,5,"Fledged",11.8,"Color_Stress_Pred_Con"
"157","281128707","2019","Adult","F","04-Jun-19","TRES","Ithaca","Unit_1","329","1","ASY",21.25,28.2,110,NA,"","P19N119","","Unit_1_329_2019","","Control",NA,NA,"Fledged",NA,"Control"
"158","239152880","2019","Adult","M","05-Jun-19","TRES","Ithaca","Unit_1","305","1","AHY",19.75,28.3,121,NA,"","","","Unit_1_305_2019","","Control",NA,NA,"Fledged",NA,"Control"
"159","272107855","2019","Adult","F","05-Jun-19","TRES","Ithaca","Unit_2","62","2","SY",18.5,NA,NA,NA,"","P19N122","","Unit_2_62_2019","Color_Stress","Cont_Con",48,4,"Fledged",12,"Color_Stress_Cont_Con"
"160","278172157","2019","Adult","F","05-Jun-19","TRES","Ithaca","Unit_2","6","2","SY",21,NA,NA,NA,"","","","Unit_2_6_2019","Color_Stress","Pred_Con",NA,NA,"Predation",NA,"Color_Stress_Pred_Con"
"161","278172161","2019","Adult","M","05-Jun-19","TRES","Ithaca","Unit_2","6","1","AHY",21.5,28.8,115,NA,"","P19N121","","Unit_2_6_2019","Color_Stress","Pred_Con",NA,NA,"Predation",NA,"Color_Stress_Pred_Con"
"162","278172162","2019","Adult","F","05-Jun-19","TRES","Ithaca","Unit_2","34","1","SY",22,28.3,116,NA,"","P19N120","","Unit_2_34_2019","Color_Stress","Cont_Dul",50,4,"Fledged",12.5,"Color_Stress_Cont_Dul"
"163","278172412","2019","Adult","F","05-Jun-19","TRES","Ithaca","Unit_4","61","1","SY",22.25,29.2,114,NA,"","P19N124","Egg Photo: N","Unit_4_61_2019","Light","Light_Control",105,6,"Fledged",17.5,"Light_Light_Control"
"164","88004570","2019","Adult","F","06-Jun-19","TRES","Ithaca","Unit_2","121","3","ASY",20.5,27.9,119,NA,"","P19N125","","Unit_2_121_2019","Color_Stress","Cont_Dul",8,1,"Fledged",8,"Color_Stress_Cont_Dul"
"165","272106822","2019","Adult","F","06-Jun-19","TRES","Ithaca","Unit_2","68","3","ASY",19,29.2,115,NA,"","P19N128","","Unit_2_68_2019","Color_Stress","Cont_Dul",71,6,"Fledged",11.8333333333333,"Color_Stress_Cont_Dul"
"166","272107161","2019","Adult","F","06-Jun-19","TRES","Ithaca","Unit_2","124","1","ASY",19,28.3,117,NA,"","P19N126","","Unit_2_124_2019","Color_Stress","Cont_Con",NA,NA,"Abandoned",NA,"Color_Stress_Cont_Con"
"167","278172158","2019","Adult","F","06-Jun-19","TRES","Ithaca","Unit_2","105","2","SY",18.5,NA,NA,NA,"","P19N127","","Unit_2_105_2019","Color_Stress","Pred_Dul",48,5,"Fledged",9.6,"Color_Stress_Pred_Dul"
"168","278172235","2019","Adult","F","06-Jun-19","TRES","Ithaca","Unit_1","83","1","SY",19,28.4,108,NA,"","","","Unit_1_83_2019","Color_Stress","Cont_Dul",20,2,"Died",10,"Color_Stress_Cont_Dul"
"169","281128702","2019","Adult","F","06-Jun-19","TRES","Ithaca","Unit_1","65","2","SY",19.5,NA,NA,NA,"","P19N129","","Unit_1_65_2019","Color_Stress","Pred_Con",NA,NA,"Died",NA,"Color_Stress_Pred_Con"
"170","281128708","2019","Adult","M","06-Jun-19","TRES","Ithaca","Unit_1","306","1","AHY",20.5,28.3,117,NA,"","P19N130","","Unit_1_306_2019","","Control",NA,NA,"Fledged",NA,"Control"
"171","281128709","2019","Nestling","Unknown","06-Jun-19","TRES","Ithaca","Unit_2","111",NA,"12",15.5,24.8,47,5,"Died","P19N131","","Unit_2_111_2019","Color_Stress","Cont_Dul",68,5,"Died",13.6,"Color_Stress_Cont_Dul"
"172","281128710","2019","Nestling","Unknown","06-Jun-19","TRES","Ithaca","Unit_2","111",NA,"12",19,24.9,50,5,"Died","P19N132","","Unit_2_111_2019","Color_Stress","Cont_Dul",68,5,"Died",13.6,"Color_Stress_Cont_Dul"
"173","281128711","2019","Nestling","Unknown","06-Jun-19","TRES","Ithaca","Unit_2","111",NA,"12",15.5,24.5,44.5,5,"Died","P19N133","","Unit_2_111_2019","Color_Stress","Cont_Dul",68,5,"Died",13.6,"Color_Stress_Cont_Dul"
"174","281128712","2019","Nestling","Unknown","06-Jun-19","TRES","Ithaca","Unit_2","111",NA,"12",19,25.7,50,5,"Died","","","Unit_2_111_2019","Color_Stress","Cont_Dul",68,5,"Died",13.6,"Color_Stress_Cont_Dul"
"175","281128713","2019","Nestling","Unknown","06-Jun-19","TRES","Ithaca","Unit_2","111",NA,"12",16.5,22.4,45,5,"Died","","","Unit_2_111_2019","Color_Stress","Cont_Dul",68,5,"Died",13.6,"Color_Stress_Cont_Dul"
"176","272106728","2019","Adult","F","07-Jun-19","TRES","Ithaca","Unit_2","54","2","ASY",20.25,NA,NA,NA,"","P19N143","","Unit_2_54_2019","Color_Stress","Pred_Con",60,6,"Fledged",10,"Color_Stress_Pred_Con"
"177","272106847","2019","Adult","M","07-Jun-19","TRES","Ithaca","Unit_2","109","1","AHY",18.5,28.8,121,NA,"","P19N136","","Unit_2_109_2019","Color_Stress","Cont_Dul",61,5,"Fledged",12.2,"Color_Stress_Cont_Dul"
"178","272106913","2019","Adult","F","07-Jun-19","TRES","Ithaca","Unit_2","120","3","ASY",18.5,29,122,NA,"","P19N138","","Unit_2_120_2019","Color_Stress","Cont_Con",71,7,"Fledged",10.1428571428571,"Color_Stress_Cont_Con"
"179","272107748","2019","Adult","F","07-Jun-19","TRES","Ithaca","Unit_2","39","3","ASY",19.5,29.1,124,NA,"","P19N139","","Unit_2_39_2019","Color_Stress","Cont_Con",66,5,"Fledged",13.2,"Color_Stress_Cont_Con"
"180","272107817","2019","Adult","M","07-Jun-19","TRES","Ithaca","Unit_2","39","2","AHY",20.5,29.6,118,NA,"","","","Unit_2_39_2019","Color_Stress","Cont_Con",66,5,"Fledged",13.2,"Color_Stress_Cont_Con"
"181","278171876","2019","Adult","F","07-Jun-19","TRES","Ithaca","Unit_2","107","2","SY",20,NA,NA,NA,"","P19N142","","Unit_2_107_2019","Color_Stress","Cont_Dul",NA,NA,"Abandoned",NA,"Color_Stress_Cont_Dul"
"182","278171877","2019","Adult","F","07-Jun-19","TRES","Ithaca","Unit_2","9","2","SY",19.25,NA,NA,NA,"","P19N144","","Unit_2_9_2019","Color_Stress","Pred_Dul",22,3,"Fledged",7.33333333333333,"Color_Stress_Pred_Dul"
"183","278171879","2019","Adult","M","07-Jun-19","TRES","Ithaca","Unit_2","54","1","AHY",20.5,29.4,127,NA,"","P19N146","Male captured on wrong day.","Unit_2_54_2019","Color_Stress","Pred_Con",60,6,"Fledged",10,"Color_Stress_Pred_Con"
"184","278172147","2019","Adult","F","07-Jun-19","TRES","Ithaca","Unit_2","101","3","ASY",16,28.7,115,NA,"","P19N140","Mass incorrect due to miscalibrated scale.","Unit_2_101_2019","Color_Stress","Pred_Dul",52,5,"Fledged",10.4,"Color_Stress_Pred_Dul"
"185","278172149","2019","Adult","F","07-Jun-19","TRES","Ithaca","Unit_2","109","3","SY",14.75,28.7,112,NA,"","","Mass may be incorrect due to miscalibrated scale.","Unit_2_109_2019","Color_Stress","Cont_Dul",61,5,"Fledged",12.2,"Color_Stress_Cont_Dul"
"186","278172150","2019","Adult","F","07-Jun-19","TRES","Ithaca","Unit_2","80","3","SY",14.5,29.1,114,NA,"","P19N134","Mass may be incorrect due to miscalibrated scale.","Unit_2_80_2019","Color_Stress","Cont_Dul",70,6,"Fledged",11.6666666666667,"Color_Stress_Cont_Dul"
"187","278172163","2019","Adult","F","07-Jun-19","TRES","Ithaca","Unit_2","14","1","ASY",22,29.4,116,NA,"","","","Unit_2_14_2019","Color_Stress","Pred_Dul",40,3,"Fledged",13.3333333333333,"Color_Stress_Pred_Dul"
"188","278172164","2019","Adult","M","07-Jun-19","TRES","Ithaca","Unit_2","80","1","AHY",18,29,122,NA,"","P19N135","","Unit_2_80_2019","Color_Stress","Cont_Dul",70,6,"Fledged",11.6666666666667,"Color_Stress_Cont_Dul"
"189","278172165","2019","Adult","M","07-Jun-19","TRES","Ithaca","Unit_2","120","1","AHY",16,29.1,125,NA,"","","","Unit_2_120_2019","Color_Stress","Cont_Con",71,7,"Fledged",10.1428571428571,"Color_Stress_Cont_Con"
"190","278172199","2019","Adult","M","07-Jun-19","TRES","Ithaca","Unit_2","101","1","AHY",19,28.9,121,NA,"","P19N141","Jack-hammering occurred in unit 2 barn between 7:15 to 7:25.","Unit_2_101_2019","Color_Stress","Pred_Dul",52,5,"Fledged",10.4,"Color_Stress_Pred_Dul"
"191","281128402","2019","Adult","F","07-Jun-19","TRES","Ithaca","Unit_2","20","3","SY",19,27.4,119,NA,"","P19N137","","Unit_2_20_2019","Color_Stress","Cont_Con",47,4,"Fledged",11.75,"Color_Stress_Cont_Con"
"192","281128704","2019","Adult","F","07-Jun-19","TRES","Ithaca","Unit_1","58","2","SY",20.25,NA,NA,NA,"","P19N145","","Unit_1_58_2019","Color_Stress","Pred_Con",48,4,"Fledged",12,"Color_Stress_Pred_Con"
"193","88004661","2019","Adult","M","08-Jun-19","TRES","Ithaca","Unit_1","338","1","AHY",21.75,28.7,120,NA,"","","","Unit_1_338_2019","","Control",NA,NA,"Fledged",NA,"Control"
"194","156181153","2019","Adult","F","08-Jun-19","TRES","Ithaca","Unit_2","57","2","SY",20.5,NA,NA,NA,"","","","Unit_2_57_2019","Color_Stress","Pred_Con",43,5,"Died",8.6,"Color_Stress_Pred_Con"
"195","262125963","2019","Adult","M","08-Jun-19","TRES","Ithaca","Unit_1","380","1","AHY",22.5,28.1,116,NA,"","","","Unit_1_380_2019","","Control",NA,NA,"Fledged",NA,"Control"
"196","262125987","2019","Adult","M","08-Jun-19","TRES","Ithaca","Unit_1","421","1","AHY",20.25,28.3,120,NA,"","P19N156","","Unit_1_421_2019","","Control",NA,NA,"Fledged",NA,"Control"
"197","263114244","2019","Adult","M","08-Jun-19","TRES","Ithaca","Unit_2","68","1","AHY",18.5,28.2,128,NA,"","P19N155","","Unit_2_68_2019","Color_Stress","Cont_Dul",71,6,"Fledged",11.8333333333333,"Color_Stress_Cont_Dul"
"198","263114394","2019","Adult","M","08-Jun-19","TRES","Ithaca","Unit_1","363","1","AHY",22,28.3,120,NA,"","","","Unit_1_363_2019","","Control",NA,NA,"Fledged",NA,"Control"
"199","272107217","2019","Adult","F","08-Jun-19","TRES","Ithaca","Unit_2","116","3","ASY",20.75,29.2,120,NA,"","P19N148","","Unit_2_116_2019","Color_Stress","Cont_Con",58,5,"Fledged",11.6,"Color_Stress_Cont_Con"
"200","272107361","2019","Adult","F","08-Jun-19","TRES","Ithaca","Unit_2","31","2","SY",20.5,NA,NA,NA,"","P19N150","","Unit_2_31_2019","Color_Stress","Cont_Dul",36,4,"Fledged",9,"Color_Stress_Cont_Dul"
"201","272107690","2019","Adult","M","08-Jun-19","TRES","Ithaca","Unit_2","116","1","AHY",22,29.6,129.5,NA,"","P19N147","","Unit_2_116_2019","Color_Stress","Cont_Con",58,5,"Fledged",11.6,"Color_Stress_Cont_Con"
"202","278172160","2019","Adult","F","08-Jun-19","TRES","Ithaca","Unit_2","64","2","ASY",19.5,NA,NA,NA,"","P19N149","","Unit_2_64_2019","Color_Stress","Pred_Dul",35,6,"Died",5.83333333333333,"Color_Stress_Pred_Dul"
"203","278172166","2019","Adult","M","08-Jun-19","TRES","Ithaca","Unit_2","20","1","AHY",17,29.3,123,NA,"","P19N154","","Unit_2_20_2019","Color_Stress","Cont_Con",47,4,"Fledged",11.75,"Color_Stress_Cont_Con"
"204","278172232","2019","Adult","F","08-Jun-19","TRES","Ithaca","Unit_1","134","2","SY",20.75,NA,NA,NA,"","","","Unit_1_134_2019","Color_Stress","Pred_Dul",NA,NA,"Abandoned",NA,"Color_Stress_Pred_Dul"
"205","278172233","2019","Adult","F","08-Jun-19","TRES","Ithaca","Unit_1","86","2","SY",19.5,NA,NA,NA,"","P19N153","COLOR CONTROL","Unit_1_86_2019","Color_Stress","Cont_Con",45,4,"Fledged",11.25,"Color_Stress_Cont_Con"
"206","278172236","2019","Adult","M","08-Jun-19","TRES","Ithaca","Unit_1","345","1","AHY",18.5,27.8,118,NA,"","P19N152","","Unit_1_345_2019","","Control",NA,NA,"Fledged",NA,"Control"
"207","281128602","2019","Adult","F","08-Jun-19","TRES","Ithaca","Unit_2","85","2","ASY",21.5,NA,NA,NA,"","P19N151","","Unit_2_85_2019","Color_Stress","Cont_Dul",50.5,5,"Fledged",10.1,"Color_Stress_Cont_Dul"
"208","240151665","2019","Adult","M","09-Jun-19","TRES","Ithaca","Unit_1","437","1","AHY",21.75,27.8,124,NA,"","","","Unit_1_437_2019","","Control",NA,NA,"Fledged",NA,"Control"
"209","262125449","2019","Adult","M","09-Jun-19","TRES","Ithaca","Unit_1","105","1","AHY",21,27.9,122,NA,"","P19N157","","Unit_1_105_2019","Color_Stress","Pred_Dul",65,5,"Fledged",13,"Color_Stress_Pred_Dul"
"210","263113914","2019","Adult","M","09-Jun-19","TRES","Ithaca","Unit_1","423","1","AHY",20.5,28.6,122,NA,"","P19N165","2017 LIFETAG REMOVED LOST ANTENNA","Unit_1_423_2019","","Control",NA,NA,"Fledged",NA,"Control"
"211","272106697","2019","Adult","F","09-Jun-19","TRES","Ithaca","Turkey_Hill","11","3","ASY",20.75,NA,NA,NA,"","P19N167","","Turkey_Hill_11_2019","Light","Light_Control",74.27,5,"Fledged",14.854,"Light_Light_Control"
"212","272107345","2019","Adult","M","09-Jun-19","TRES","Ithaca","Unit_1","311","1","AHY",20.75,28.4,118,NA,"","","","Unit_1_311_2019","","Control",NA,NA,"Fledged",NA,"Control"
"213","278172146","2019","Adult","F","09-Jun-19","TRES","Ithaca","Unit_2","45","1","SY",23.5,26.5,117,NA,"","P19N160","","Unit_2_45_2019","Color_Stress","Pred_Dul",NA,NA,"Abandoned",NA,"Color_Stress_Pred_Dul"
"214","278172237","2019","Adult","M","09-Jun-19","TRES","Ithaca","Unit_1","335","1","AHY",20,28.8,122,NA,"","P19N164","","Unit_1_335_2019","","Control",NA,NA,"Fledged",NA,"Control"
"215","278172413","2019","Adult","F","09-Jun-19","TRES","Ithaca","Unit_4","15","1","SY",22.5,27.5,115,NA,"","P19N166","","Unit_4_15_2019","Light","Light_Control",59.66,5,"Fledged",11.932,"Light_Light_Control"
"216","278172414","2019","Nestling","Unknown","09-Jun-19","TRES","Ithaca","Liddell","41",NA,"12",19.03,24.7,39.5,4,"Fledged","P19N172","","Liddell_41_2019","Light","Light",27.13,4,"Fledged",6.7825,"Light_Light"
"217","278172415","2019","Nestling","Unknown","09-Jun-19","TRES","Ithaca","Liddell","41",NA,"12",12.12,21.5,27,4,"Died","","","Liddell_41_2019","Light","Light",27.13,4,"Fledged",6.7825,"Light_Light"
