"","sampleID","percent_aquatic_occ","percent_aquatic_ra","num_fam","X","Individual_Band","Exp_Year","Adult_or_Nestling","Sex","Capture_Date","Species","Location","Site","Nest","Capture_Number","Age","Mass","Bill.Head","Flat_Wing","Current_Brood_Size","Nestling_Fate","Notes","site_box_year","Nest_Experiment","Nest_Treatment","Day6_Brood_Mass","Brood_Size_Day6","Nest_Fate","avg_day6_mass","exp_treat","TotalReads","brood_size_sampling_time"
"343","P19N396",0.230769230769231,0.000212901852246115,13,667,278172478,"2019","Nestling","Unknown","20-Jun-19","TRES","Ithaca","Unit_4","18",NA,"12",18,24.5,38,5,"Fledged","","Unit_4_18_2019","Light","Light",38,5,"Fledged",7.6,"Light_Light",14091,5
"344","P19N397",0.1875,0.732656514382403,16,655,278172466,"2019","Nestling","Unknown","20-Jun-19","TRES","Ithaca","Unit_4","93",NA,"12",24,26.2,52,4,"Fledged","","Unit_4_93_2019","Light","Light",55.3,4,"Fledged",13.825,"Light_Light",591,4
"345","P19N398",0.3125,0.361286681715576,16,656,278172467,"2019","Nestling","Unknown","20-Jun-19","TRES","Ithaca","Unit_4","93",NA,"12",24,25,50.5,4,"Fledged","","Unit_4_93_2019","Light","Light",55.3,4,"Fledged",13.825,"Light_Light",17720,4
"346","P19N399",0.375,0.301760777170613,16,657,278172468,"2019","Nestling","Unknown","20-Jun-19","TRES","Ithaca","Unit_4","93",NA,"12",24,25.7,51,4,"Fledged","","Unit_4_93_2019","Light","Light",55.3,4,"Fledged",13.825,"Light_Light",1647,4
"347","P19N401",0.444444444444444,0.598367029548989,18,661,278172472,"2019","Nestling","Unknown","20-Jun-19","TRES","Ithaca","Unit_4","71",NA,"12",23,26.6,58,6,"Fledged","","Unit_4_71_2019","Light","Light_Control",70,6,"Fledged",11.6666666666667,"Light_Light_Control",5144,6
"348","P19N402",0.352941176470588,0.121053670086819,17,663,278172474,"2019","Nestling","Unknown","20-Jun-19","TRES","Ithaca","Unit_4","71",NA,"12",22,25.8,55,6,"Fledged","","Unit_4_71_2019","Light","Light_Control",70,6,"Fledged",11.6666666666667,"Light_Light_Control",10136,6
"349","P19N403",0.416666666666667,0.974735025881193,12,710,278172235,"2019","Adult","F","21-Jun-19","TRES","Ithaca","Unit_1","83",3,"SY",17.25,28.1,109,NA,"","","Unit_1_83_2019","Color_Stress","Cont_Dul",20,2,"Died",10,"Color_Stress_Cont_Dul",8114,NA
"350","P19N404",0.416666666666667,0.913573865398532,12,707,278171893,"2019","Adult","M","21-Jun-19","TRES","Ithaca","Unit_1","83",1,"AHY",18.5,29,117,NA,"","","Unit_1_83_2019","Color_Stress","Cont_Dul",20,2,"Died",10,"Color_Stress_Cont_Dul",29019,NA
"351","P19N405",0.318181818181818,0.189936687770743,22,709,278172231,"2019","Adult","F","21-Jun-19","TRES","Ithaca","Unit_1","19",1,"SY",20.5,28.4,112,NA,"","Re-nest (previous nest: 34)
Experiment/Treatment: Color Stressor/Control-Control","Unit_1_19_2019","","",33,3,"",11,"Control",6002,NA
"352","P19N406",0.166666666666667,0.988460032559194,18,708,278172163,"2019","Adult","F","21-Jun-19","TRES","Ithaca","Unit_2","14",3,"ASY",19,29.2,115,NA,"","","Unit_2_14_2019","Color_Stress","Pred_Dul",40,3,"Fledged",13.3333333333333,"Color_Stress_Pred_Dul",97054,NA
"353","P19N407",0.384615384615385,0.0601816558123326,13,706,272107816,"2019","Adult","M","21-Jun-19","TRES","Ithaca","Unit_2","14",1,"AHY",17.5,28.2,120,NA,"","","Unit_2_14_2019","Color_Stress","Pred_Dul",40,3,"Fledged",13.3333333333333,"Color_Stress_Pred_Dul",45911,NA
"354","P19N408",0.375,0.580021354846364,24,731,281128748,"2019","Nestling","Unknown","21-Jun-19","TRES","Ithaca","Unit_2","29",NA,"15",17.5,NA,NA,3,"Fledged","","Unit_2_29_2019","Color_Stress","Pred_Dul",36,3,"Fledged",12,"Color_Stress_Pred_Dul",8429,3
"355","P19N409",0.294117647058824,0.738979520999653,17,732,281128749,"2019","Nestling","Unknown","21-Jun-19","TRES","Ithaca","Unit_2","29",NA,"15",18,NA,NA,3,"Fledged","","Unit_2_29_2019","Color_Stress","Pred_Dul",36,3,"Fledged",12,"Color_Stress_Pred_Dul",2881,3
"356","P19N410",0.5,0.318543323566346,12,733,281128750,"2019","Nestling","Unknown","21-Jun-19","TRES","Ithaca","Unit_2","29",NA,"15",18,NA,NA,3,"Fledged","","Unit_2_29_2019","Color_Stress","Pred_Dul",36,3,"Fledged",12,"Color_Stress_Pred_Dul",2389,3
"357","P19N411",0.428571428571429,0.796697626418989,7,716,281128507,"2019","Nestling","Unknown","21-Jun-19","TRES","Ithaca","Unit_2","3",NA,"15",19.5,NA,NA,5,"Fledged","","Unit_2_3_2019","Color_Stress","Cont_Dul",60,5,"Fledged",12,"Color_Stress_Cont_Dul",969,5
"358","P19N412",0.545454545454545,0.247126436781609,11,717,281128508,"2019","Nestling","Unknown","21-Jun-19","TRES","Ithaca","Unit_2","3",NA,"15",16.25,NA,NA,5,"Fledged","","Unit_2_3_2019","Color_Stress","Cont_Dul",60,5,"Fledged",12,"Color_Stress_Cont_Dul",348,5
"359","P19N413",1,1,3,718,281128509,"2019","Nestling","Unknown","21-Jun-19","TRES","Ithaca","Unit_2","3",NA,"15",14.75,NA,NA,5,"Fledged","","Unit_2_3_2019","Color_Stress","Cont_Dul",60,5,"Fledged",12,"Color_Stress_Cont_Dul",216,5
"360","P19N414",0.411764705882353,0.738562091503268,17,740,281128766,"2019","Nestling","Unknown","21-Jun-19","TRES","Ithaca","Unit_2","9",NA,"12",17,24.7,38,3,"Fledged","","Unit_2_9_2019","Color_Stress","Pred_Dul",22,3,"Fledged",7.33333333333333,"Color_Stress_Pred_Dul",306,3
"361","P19N416",0.333333333333333,0.989965334792921,18,734,281128760,"2019","Nestling","Unknown","21-Jun-19","TRES","Ithaca","Unit_2","57",NA,"12",16,24,41,5,"Died","","Unit_2_57_2019","Color_Stress","Pred_Con",43,5,"Died",8.6,"Color_Stress_Pred_Con",21924,5
"362","P19N417",0.384615384615385,0.984250456160568,13,736,281128762,"2019","Nestling","Unknown","21-Jun-19","TRES","Ithaca","Unit_2","57",NA,"12",13,23.9,32.5,5,"Died","","Unit_2_57_2019","Color_Stress","Pred_Con",43,5,"Died",8.6,"Color_Stress_Pred_Con",10413,5
"363","P19N419",0.444444444444444,0.906510851419032,18,738,281128764,"2019","Nestling","Unknown","21-Jun-19","TRES","Ithaca","Unit_2","57",NA,"12",15,24.1,36,5,"Died","","Unit_2_57_2019","Color_Stress","Pred_Con",43,5,"Died",8.6,"Color_Stress_Pred_Con",599,5
"364","P19N420",0.285714285714286,0.392597488433576,14,712,278172479,"2019","Nestling","Unknown","21-Jun-19","TRES","Ithaca","Unit_4","12",NA,"12",16.5,23.3,32,3,"Fledged","","Unit_4_12_2019","Light","Light",20.74,3,"Fledged",6.91333333333333,"Light_Light",3026,3
"365","P19N421",0.25,0.0684507555070089,12,713,278172480,"2019","Nestling","Unknown","21-Jun-19","TRES","Ithaca","Unit_4","12",NA,"12",17.5,24,35,3,"Fledged","","Unit_4_12_2019","Light","Light",20.74,3,"Fledged",6.91333333333333,"Light_Light",10986,3
"366","P19N422",0.285714285714286,0.226008724100327,14,714,278172481,"2019","Nestling","Unknown","21-Jun-19","TRES","Ithaca","Unit_4","12",NA,"12",16,24.5,31,3,"Fledged","","Unit_4_12_2019","Light","Light",20.74,3,"Fledged",6.91333333333333,"Light_Light",3668,3
"367","P19N423",0.266666666666667,0.660278207109737,15,742,272108042,"2019","Adult","M","22-Jun-19","TRES","Ithaca","Unit_1","329",1,"AHY",16.75,29.6,118,NA,"","","Unit_1_329_2019","","Control",NA,NA,"Fledged",NA,"Control",6470,NA
"368","P19N424",0.24,0.138383102694829,25,766,281128523,"2019","Adult","M","22-Jun-19","TRES","Ithaca","Unit_1","319",1,"AHY",15.75,29.2,120,NA,"","","Unit_1_319_2019","","Control",NA,NA,"Fledged",NA,"Control",1373,NA
"369","P19N425",0.28,0.707785153892577,25,785,281128677,"2019","Nestling","Unknown","22-Jun-19","TRES","Ithaca","Unit_1","58",NA,"12",22,25.7,54,3,"Fledged","","Unit_1_58_2019","Color_Stress","Pred_Con",48,4,"Fledged",12,"Color_Stress_Pred_Con",8285,3
"370","P19N426",0.4,0.0172222222222222,15,786,281128678,"2019","Nestling","Unknown","22-Jun-19","TRES","Ithaca","Unit_1","58",NA,"12",20.5,24.5,48,3,"Died","","Unit_1_58_2019","Color_Stress","Pred_Con",48,4,"Fledged",12,"Color_Stress_Pred_Con",21600,3
"371","P19N427",0.28,0.962586052080215,25,787,281128679,"2019","Nestling","Unknown","22-Jun-19","TRES","Ithaca","Unit_1","58",NA,"12",22.5,26.3,54,3,"Fledged","","Unit_1_58_2019","Color_Stress","Pred_Con",48,4,"Fledged",12,"Color_Stress_Pred_Con",3341,3
"372","P19N428",0.5,0.0349364128051454,18,788,281128680,"2019","Nestling","Unknown","22-Jun-19","TRES","Ithaca","Unit_1","86",NA,"12",13,23.3,35,3,"Fledged","","Unit_1_86_2019","Color_Stress","Cont_Con",45,4,"Fledged",11.25,"Color_Stress_Cont_Con",6841,3
"373","P19N430",0.4,0.127619047619048,10,790,281128682,"2019","Nestling","Unknown","22-Jun-19","TRES","Ithaca","Unit_1","86",NA,"12",16,24.1,42,3,"Fledged","The post-injection bleed time ""2:03:00 PM"" is not listed on the sheet and may have just been assumed.","Unit_1_86_2019","Color_Stress","Cont_Con",45,4,"Fledged",11.25,"Color_Stress_Cont_Con",525,3
"374","P19N431",0.5,0.289022635090933,12,768,281128525,"2019","Nestling","Unknown","22-Jun-19","TRES","Ithaca","Unit_2","78",NA,"12",20,25.3,47,3,"Fledged","","Unit_2_78_2019","Color_Stress","Cont_Con",29,3,"Fledged",9.66666666666667,"Color_Stress_Cont_Con",15286,3
"375","P19N433",0.470588235294118,0.796533911014831,17,774,281128531,"2019","Nestling","Unknown","22-Jun-19","TRES","Ithaca","Unit_2","85",NA,"12",19.9,25.4,53,5,"Fledged","","Unit_2_85_2019","Color_Stress","Cont_Dul",50.5,5,"Fledged",10.1,"Color_Stress_Cont_Dul",6001,5
"376","P19N434",0.285714285714286,0.350549003660024,14,744,278172482,"2019","Nestling","Unknown","22-Jun-19","TRES","Ithaca","Unit_4","95",NA,"12",21.5,24.4,49,5,"Fledged","","Unit_4_95_2019","Light","Light",54,5,"Fledged",10.8,"Light_Light",4918,5
"377","P19N435",0.384615384615385,0.702189781021898,13,745,278172483,"2019","Nestling","Unknown","22-Jun-19","TRES","Ithaca","Unit_4","95",NA,"12",19.5,24.5,48,5,"Fledged","483 RFID ""8E"" or ""87""","Unit_4_95_2019","Light","Light",54,5,"Fledged",10.8,"Light_Light",685,5
"378","P19N436",0.269230769230769,0.394420131291028,26,746,278172484,"2019","Nestling","Unknown","22-Jun-19","TRES","Ithaca","Unit_4","95",NA,"12",23.5,25.7,52,5,"Fledged","","Unit_4_95_2019","Light","Light",54,5,"Fledged",10.8,"Light_Light",7312,5
"379","P19N437",0.3125,0.281597365170852,16,747,278172485,"2019","Nestling","Unknown","22-Jun-19","TRES","Ithaca","Unit_4","95",NA,"12",20,24.3,49,5,"Fledged","","Unit_4_95_2019","Light","Light",54,5,"Fledged",10.8,"Light_Light",2429,5
"380","P19N438",0.4,0.847353618000511,20,748,278172486,"2019","Nestling","Unknown","22-Jun-19","TRES","Ithaca","Unit_4","95",NA,"12",16,23.8,39,5,"Fledged","","Unit_4_95_2019","Light","Light",54,5,"Fledged",10.8,"Light_Light",3911,5
"381","P19N440",0.444444444444444,0.587044534412956,18,757,281128442,"2019","Nestling","Unknown","22-Jun-19","TRES","Ithaca","Unit_2","54",NA,"12",13,21,NA,6,"Fledged","","Unit_2_54_2019","Color_Stress","Pred_Con",60,6,"Fledged",10,"Color_Stress_Pred_Con",247,6
"382","P19N442",0.416666666666667,0.828947368421053,12,759,281128444,"2019","Nestling","Unknown","22-Jun-19","TRES","Ithaca","Unit_2","54",NA,"12",18,24.2,51,6,"Fledged","","Unit_2_54_2019","Color_Stress","Pred_Con",60,6,"Fledged",10,"Color_Stress_Pred_Con",304,6
"383","P19N443",0.388888888888889,0.397664543524416,18,760,281128445,"2019","Nestling","Unknown","22-Jun-19","TRES","Ithaca","Unit_2","54",NA,"12",20.75,25,53,6,"Fledged","","Unit_2_54_2019","Color_Stress","Pred_Con",60,6,"Fledged",10,"Color_Stress_Pred_Con",4710,6
"384","P19N444",0.416666666666667,0.441036256429557,12,752,281128437,"2019","Nestling","Unknown","22-Jun-19","TRES","Ithaca","Unit_2","31",NA,"12",21,23.8,42,4,"Fledged","","Unit_2_31_2019","Color_Stress","Cont_Dul",36,4,"Fledged",9,"Color_Stress_Cont_Dul",15942,4
"385","P19N445",0.333333333333333,0.747380675203725,18,753,281128438,"2019","Nestling","Unknown","22-Jun-19","TRES","Ithaca","Unit_2","31",NA,"12",20,22.1,48,4,"Fledged","","Unit_2_31_2019","Color_Stress","Cont_Dul",36,4,"Fledged",9,"Color_Stress_Cont_Dul",859,4
"386","P19N447",0.428571428571429,0.00426839679016561,7,776,281128533,"2019","Nestling","Unknown","22-Jun-19","TRES","Ithaca","Unit_2","99",NA,"12",14,25.1,37,4,"Died","Stressed glucose too high for glucose meter to read (It read ""High"" on meter)","Unit_2_99_2019","Color_Stress","Cont_Con",36,4,"Fledged",9,"Color_Stress_Cont_Con",5857,4
"387","P19N448",0.384615384615385,0.773021001615509,13,749,278172487,"2019","Nestling","Unknown","22-Jun-19","TRES","Ithaca","Turkey_Hill","97",NA,"12",17,24.1,40,3,"Fledged","","Turkey_Hill_97_2019","Light","Light_Control",45,5,"Fledged",9,"Light_Light_Control",1238,3
"388","P19N449",0.6,0.999300101096508,10,750,278172488,"2019","Nestling","Unknown","22-Jun-19","TRES","Ithaca","Turkey_Hill","97",NA,"12",16,22,35,3,"Died","","Turkey_Hill_97_2019","Light","Light_Control",45,5,"Fledged",9,"Light_Light_Control",12859,3
"389","P19N450",0.666666666666667,0.999157540016849,3,792,281128752,"2019","Nestling","Unknown","23-Jun-19","TRES","Ithaca","Unit_2","62",NA,"15",15.25,NA,NA,4,"Fledged","","Unit_2_62_2019","Color_Stress","Cont_Con",48,4,"Fledged",12,"Color_Stress_Cont_Con",3561,4
"390","P19N451",0.6,0.92485549132948,5,793,281128753,"2019","Nestling","Unknown","23-Jun-19","TRES","Ithaca","Unit_2","62",NA,"15",17,NA,NA,4,"Fledged","","Unit_2_62_2019","Color_Stress","Cont_Con",48,4,"Fledged",12,"Color_Stress_Cont_Con",173,4
"391","P19N454",0.5,0.756756756756757,8,797,281128757,"2019","Nestling","Unknown","23-Jun-19","TRES","Ithaca","Unit_2","105",NA,"15",20.5,NA,NA,5,"Fledged","","Unit_2_105_2019","Color_Stress","Pred_Dul",48,5,"Fledged",9.6,"Color_Stress_Pred_Dul",148,5
"392","P19N455",0.333333333333333,0.623433242506812,15,800,278172413,"2019","Adult","F","24-Jun-19","TRES","Ithaca","Unit_4","15",3,"SY",16.75,NA,NA,NA,"","Preen gland exposed Tag a little loose, added more glue at third capture.","Unit_4_15_2019","Light","Light_Control",59.66,5,"Fledged",11.932,"Light_Light_Control",1835,NA
"393","P19N456",0.75,0.99290780141844,4,812,281128766,"2019","Nestling","Unknown","24-Jun-19","TRES","Ithaca","Unit_2","9",NA,"15",15.5,NA,NA,3,"Fledged","","Unit_2_9_2019","Color_Stress","Pred_Dul",22,3,"Fledged",7.33333333333333,"Color_Stress_Pred_Dul",141,3
"394","P19N459",0.5,0.996969696969697,4,810,281128764,"2019","Nestling","Unknown","24-Jun-19","TRES","Ithaca","Unit_2","57",NA,"15",14.5,NA,NA,4,"Died","Post injection bleed time on the binder is wrong","Unit_2_57_2019","Color_Stress","Pred_Con",43,5,"Died",8.6,"Color_Stress_Pred_Con",990,4
"395","P19N460",0.714285714285714,0.94258872651357,7,814,281128768,"2019","Nestling","Unknown","24-Jun-19","TRES","Ithaca","Unit_2","34",NA,"12",18.5,23.9,44,4,"Died","Data has not been proofed, as it was not on the proofing sheets.","Unit_2_34_2019","Color_Stress","Cont_Dul",50,4,"Fledged",12.5,"Color_Stress_Cont_Dul",958,4
"396","P19N463",0.227272727272727,0.00713266761768902,22,802,278172491,"2019","Nestling","Unknown","24-Jun-19","TRES","Ithaca","Unit_4","61",NA,"12",21.5,25.4,49,6,"Fledged","","Unit_4_61_2019","Light","Light_Control",105,6,"Fledged",17.5,"Light_Light_Control",15422,6
"397","P19N464",0.333333333333333,0.059967585089141,15,804,278172493,"2019","Nestling","Unknown","24-Jun-19","TRES","Ithaca","Unit_4","61",NA,"12",23,26.3,57,6,"Fledged","","Unit_4_61_2019","Light","Light_Control",105,6,"Fledged",17.5,"Light_Light_Control",617,6
"398","P19N465",0.222222222222222,0.0717344753747323,27,805,278172494,"2019","Nestling","Unknown","24-Jun-19","TRES","Ithaca","Unit_4","61",NA,"12",24,25.4,61,6,"Fledged","","Unit_4_61_2019","Light","Light_Control",105,6,"Fledged",17.5,"Light_Light_Control",934,6
"399","P19N466",0.5,0.858449687048628,6,855,281128678,"2019","Nestling","Unknown","25-Jun-19","TRES","Ithaca","Unit_1","58",NA,"15",18,NA,NA,3,"Died","","Unit_1_58_2019","Color_Stress","Pred_Con",48,4,"Fledged",12,"Color_Stress_Pred_Con",2077,3
"400","P19N467",0.454545454545455,0.919354838709677,11,858,281128681,"2019","Nestling","Unknown","25-Jun-19","TRES","Ithaca","Unit_1","86",NA,"15",17.25,NA,NA,3,"Fledged","","Unit_1_86_2019","Color_Stress","Cont_Con",45,4,"Fledged",11.25,"Color_Stress_Cont_Con",620,3
"401","P19N471",0.333333333333333,0.711007798440312,27,833,281128438,"2019","Nestling","Unknown","25-Jun-19","TRES","Ithaca","Unit_2","31",NA,"15",18.75,NA,NA,4,"Fledged","","Unit_2_31_2019","Color_Stress","Cont_Dul",36,4,"Fledged",9,"Color_Stress_Cont_Dul",73348,4
"402","P19N472",0.333333333333333,0.253559944878273,9,843,281128525,"2019","Nestling","Unknown","25-Jun-19","TRES","Ithaca","Unit_2","78",NA,"15",20,NA,NA,3,"Fledged","","Unit_2_78_2019","Color_Stress","Cont_Con",29,3,"Fledged",9.66666666666667,"Color_Stress_Cont_Con",2177,3
"403","P19N473",0.6,0.998325519089082,5,844,281128526,"2019","Nestling","Unknown","25-Jun-19","TRES","Ithaca","Unit_2","78",NA,"15",18.25,NA,NA,3,"Fledged","","Unit_2_78_2019","Color_Stress","Cont_Con",29,3,"Fledged",9.66666666666667,"Color_Stress_Cont_Con",2986,3
"404","P19N474",0.5,0.555555555555555,12,847,281128529,"2019","Nestling","Unknown","25-Jun-19","TRES","Ithaca","Unit_2","85",NA,"15",15,NA,NA,5,"Fledged","","Unit_2_85_2019","Color_Stress","Cont_Dul",50.5,5,"Fledged",10.1,"Color_Stress_Cont_Dul",252,5
"405","P19N475",0.5,0.839185393258427,8,849,281128531,"2019","Nestling","Unknown","25-Jun-19","TRES","Ithaca","Unit_2","85",NA,"15",19.25,NA,NA,5,"Fledged","","Unit_2_85_2019","Color_Stress","Cont_Dul",50.5,5,"Fledged",10.1,"Color_Stress_Cont_Dul",1424,5
"406","P19N480",0.285714285714286,0.0257879656160458,7,822,278172289,"2019","Nestling","Unknown","25-Jun-19","TRES","Ithaca","Unit_2","72",NA,"12",18,24,46,5,"Fledged","Fecal sample number was originally recorded 100 lower than it should have been. Nestlings injected with expired dex.","Unit_2_72_2019","Color_Stress","Pred_Con",59,5,"Fledged",11.8,"Color_Stress_Pred_Con",349,5
"407","P19N482",0.555555555555556,0.456061274664313,9,824,278172291,"2019","Nestling","Unknown","25-Jun-19","TRES","Ithaca","Unit_2","72",NA,"12",18,24.5,54,5,"Fledged","Fecal sample number was originally recorded 100 lower than it should have been. Nestlings injected with expired dex.","Unit_2_72_2019","Color_Stress","Pred_Con",59,5,"Fledged",11.8,"Color_Stress_Pred_Con",31726,5
"408","P19N484",0.294117647058824,0.350335570469799,17,860,272106914,"2019","Adult","M","26-Jun-19","TRES","Ithaca","Unit_2","37",1,"AHY",21.5,28.1,123,NA,"","Dex injection for male expired in 3/2019","Unit_2_37_2019","","",50,4,"Fledged",12.5,"Control",745,NA
"409","P19N486",0.363636363636364,0.404332129963899,11,862,278172295,"2019","Nestling","Unknown","26-Jun-19","TRES","Ithaca","Unit_2","14",NA,"12",23,25.7,53,3,"Fledged","Fecal sample should be +100 and tube is mislabeled as -100.","Unit_2_14_2019","Color_Stress","Pred_Dul",40,3,"Fledged",13.3333333333333,"Color_Stress_Pred_Dul",277,3
"410","P19N489",0.625,0.968160377358491,8,865,281128769,"2019","Nestling","Unknown","27-Jun-19","TRES","Ithaca","Unit_2","34",NA,"15",16.75,NA,NA,4,"Fledged","Fecal sample should be +100 and tube is mislabeled as -100.","Unit_2_34_2019","Color_Stress","Cont_Dul",50,4,"Fledged",12.5,"Color_Stress_Cont_Dul",13568,4
"411","P19N490",0.428571428571429,0.960545525762917,14,866,281128770,"2019","Nestling","Unknown","27-Jun-19","TRES","Ithaca","Unit_2","34",NA,"15",20,NA,NA,4,"Fledged","Fecal sample should be +100 and tube is mislabeled as -100.","Unit_2_34_2019","Color_Stress","Cont_Dul",50,4,"Fledged",12.5,"Color_Stress_Cont_Dul",28083,4
"412","P19N491",0.5,0.992005226155665,14,867,281128771,"2019","Nestling","Unknown","27-Jun-19","TRES","Ithaca","Unit_2","34",NA,"15",16.5,NA,NA,4,"Fledged","Fecal sample should be +100 and tube is mislabeled as -100.","Unit_2_34_2019","Color_Stress","Cont_Dul",50,4,"Fledged",12.5,"Color_Stress_Cont_Dul",32146,4
"413","P19N492",0.5,0.881699346405229,8,871,278172292,"2019","Nestling","Unknown","28-Jun-19","TRES","Ithaca","Unit_2","72",NA,"15",17.75,NA,NA,5,"Fledged","Fecal sample should be +100 and tube is mislabeled as -100.","Unit_2_72_2019","Color_Stress","Pred_Con",59,5,"Fledged",11.8,"Color_Stress_Pred_Con",3060,5
"414","P19N494",0.3,0.050836754025892,10,874,278171397,"2019","Adult","M","29-Jun-19","TRES","Ithaca","Unit_1","79",1,"AHY",20,29.2,117,NA,"","","Unit_1_79_2019","","",70,5,"Fledged",14,"Control",3167,NA
"415","P19N495",0,0,7,878,281128773,"2019","Adult","M","29-Jun-19","TRES","Ithaca","Unit_2","50",1,"AHY",19.75,27.7,124,NA,"","","Unit_2_50_2019","","",65,5,"Fledged",13,"Control",1142,NA
"416","P19N500",0.357142857142857,0.954163148116872,14,884,281128542,"2019","Nestling","Unknown","01-Jul-19","TRES","Ithaca","Unit_2","37",NA,"12",25.75,26.5,55,4,"Fledged","Fecal sample should be +100 and tube is mislabeled as -100.","Unit_2_37_2019","","",50,4,"Fledged",12.5,"Control",29605,4
"417","P19N501",0.5,0.104228707564026,14,888,169139088,"2019","Adult","M","03-Jul-19","TRES","Ithaca","Unit_1","19",1,"AHY",22,28.9,115,NA,"","","Unit_1_19_2019","","",33,3,"",11,"Control",1679,NA
"418","P19N502",0.294117647058824,0.662721893491124,17,894,281128775,"2019","Nestling","Unknown","04-Jul-19","TRES","Ithaca","Unit_2","119",NA,"12",24.5,25.5,60,4,"Died","Fecal sample should be +100 and tube is mislabeled as -100.","Unit_2_119_2019","","",57,4,"Fledged",14.25,"Control",169,4
"419","P19N503",0.333333333333333,0.0384657594381036,18,895,281128776,"2019","Nestling","Unknown","04-Jul-19","TRES","Ithaca","Unit_2","119",NA,"12",23.75,24.1,61,4,"Fledged","Fecal sample should be +100 and tube is mislabeled as -100.","Unit_2_119_2019","","",57,4,"Fledged",14.25,"Control",18224,4
"420","P19N504",0.272727272727273,0.00418037890242818,11,897,281128778,"2019","Nestling","Unknown","05-Jul-19","TRES","Ithaca","Unit_2","50",NA,"12",22,25.5,59,5,"Died","Fecal sample should be +100 and tube is mislabeled as -100. Dex expired March 2019","Unit_2_50_2019","","",65,5,"Fledged",13,"Control",11243,5
"421","P19N506",0.714285714285714,0.980392156862745,7,899,281128780,"2019","Nestling","Unknown","05-Jul-19","TRES","Ithaca","Unit_2","50",NA,"12",18,24.7,43.5,5,"Fledged","Fecal sample should be +100 and tube is mislabeled as -100. Dex expired March 2019","Unit_2_50_2019","","",65,5,"Fledged",13,"Control",204,5
"422","P19N507",0.416666666666667,0.0288525683789193,12,900,281128781,"2019","Nestling","Unknown","05-Jul-19","TRES","Ithaca","Unit_2","50",NA,"12",21,25.5,55,5,"Fledged","Fecal sample should be +100 and tube is mislabeled as -100.","Unit_2_50_2019","","",65,5,"Fledged",13,"Control",11992,5
"423","P19N508",0.272727272727273,0.166666666666667,11,901,281128782,"2019","Nestling","Unknown","05-Jul-19","TRES","Ithaca","Unit_2","50",NA,"12",21,24.8,55,5,"Fledged","Fecal sample should be +100 and tube is mislabeled as -100.","Unit_2_50_2019","","",65,5,"Fledged",13,"Control",162,5
"424","P19N515",0.421052631578947,0.923923581408611,19,911,281128780,"2019","Nestling","Unknown","08-Jul-19","TRES","Ithaca","Unit_2","50",NA,"15",16,NA,NA,3,"Fledged","Fecal sample should be +100 and tube is mislabeled as -100.","Unit_2_50_2019","","",65,5,"Fledged",13,"Control",35070,3
"425","P19N516",0.375,0.930874176960589,24,912,281128781,"2019","Nestling","Unknown","08-Jul-19","TRES","Ithaca","Unit_2","50",NA,"15",19.5,NA,NA,3,"Fledged","Fecal sample should be +100 and tube is mislabeled as -100.","Unit_2_50_2019","","",65,5,"Fledged",13,"Control",52701,3
"426","P19N517",0.25,0.797326543602801,16,915,281128784,"2019","Nestling","Unknown","08-Jul-19","TRES","Ithaca","Unit_1","79",NA,"15",19.25,NA,NA,5,"Fledged","Fecal sample should be +100 and tube is mislabeled as -100.","Unit_1_79_2019","","",70,5,"Fledged",14,"Control",7855,5
"427","P19N518",0.263157894736842,0.662315306268828,19,918,281128787,"2019","Nestling","Unknown","08-Jul-19","TRES","Ithaca","Unit_1","79",NA,"15",18.5,NA,NA,5,"Fledged","Fecal sample should be +100 and tube is mislabeled as -100.","Unit_1_79_2019","","",70,5,"Fledged",14,"Control",6971,5
"428","P19N519",0.333333333333333,0.0567778444654034,24,920,281128789,"2019","Nestling","Unknown","09-Jul-19","TRES","Ithaca","Unit_1","19",NA,"12",21.5,25.9,45,3,"Unknown","Fecal sample should be +100 and tube is mislabeled as -100.","Unit_1_19_2019","","",33,3,"",11,"Control",58315,3
"429","P19N520",0.384615384615385,0.0183610048409662,26,924,281128790,"2019","Nestling","Unknown","12-Jul-19","TRES","Ithaca","Unit_1","19",NA,"15",17,NA,NA,3,"Unknown","Fecal sample should be +100 and tube is mislabeled as -100.","Unit_1_19_2019","","",33,3,"",11,"Control",80769,3
