"","sampleID","percent_aquatic_occ","percent_aquatic_ra","num_fam","X","Individual_Band","Exp_Year","Adult_or_Nestling","Sex","Capture_Date","Species","Location","Site","Nest","Capture_Number","Age","Mass","Bill.Head","Flat_Wing","Current_Brood_Size","Nestling_Fate","Notes","site_box_year","Nest_Experiment","Nest_Treatment","Day6_Brood_Mass","Brood_Size_Day6","Nest_Fate","avg_day6_mass","exp_treat","TotalReads","brood_size_sampling_time"
"251","P19N289",0.444444444444444,0.936339522546419,18,470,278172284,"2019","Nestling","Unknown","16-Jun-19","TRES","Ithaca","Unit_1","47",NA,"12",14,24.3,45,4,"Died","","Unit_1_47_2019","Color_Stress","Cont_Con",66,5,"Died",13.2,"Color_Stress_Cont_Con",754,4
"252","P19N290",0.333333333333333,0.888594164456233,12,471,278172285,"2019","Nestling","Unknown","16-Jun-19","TRES","Ithaca","Unit_1","47",NA,"12",17.5,25.7,51,4,"Died","","Unit_1_47_2019","Color_Stress","Cont_Con",66,5,"Died",13.2,"Color_Stress_Cont_Con",377,4
"253","P19N292",0.444444444444444,0.908582089552239,9,517,281128804,"2019","Nestling","Unknown","16-Jun-19","TRES","Ithaca","Unit_1","81",NA,"12",14,23.1,35,5,"Fledged","","Unit_1_81_2019","Color_Stress","Cont_Con",60,5,"Fledged",12,"Color_Stress_Cont_Con",536,5
"254","P19N293",0.333333333333333,0.923545331529093,9,473,278172313,"2019","Nestling","Unknown","16-Jun-19","TRES","Ithaca","Unit_4","94",NA,"12",24.5,25.4,48,5,"Fledged","","Unit_4_94_2019","Light","Light_Control",64.85,5,"Fledged",12.97,"Light_Light_Control",4434,5
"255","P19N294",0.363636363636364,0.980624873199432,11,474,278172314,"2019","Nestling","Unknown","16-Jun-19","TRES","Ithaca","Unit_4","94",NA,"12",21.5,25,50,5,"Fledged","","Unit_4_94_2019","Light","Light_Control",64.85,5,"Fledged",12.97,"Light_Light_Control",9858,5
"256","P19N295",0.454545454545455,0.475504322766571,11,475,278172315,"2019","Nestling","Unknown","16-Jun-19","TRES","Ithaca","Unit_4","94",NA,"12",22,26.5,55,5,"Fledged","","Unit_4_94_2019","Light","Light_Control",64.85,5,"Fledged",12.97,"Light_Light_Control",1041,5
"257","P19N296",0.363636363636364,0.618983957219251,22,476,278172316,"2019","Nestling","Unknown","16-Jun-19","TRES","Ithaca","Unit_4","94",NA,"12",18.5,25.2,48,5,"Fledged","","Unit_4_94_2019","Light","Light_Control",64.85,5,"Fledged",12.97,"Light_Light_Control",2244,5
"258","P19N297",0.357142857142857,0.707838479809976,14,477,278172317,"2019","Nestling","Unknown","16-Jun-19","TRES","Ithaca","Unit_4","94",NA,"12",19.5,25.3,44,5,"Fledged","","Unit_4_94_2019","Light","Light_Control",64.85,5,"Fledged",12.97,"Light_Light_Control",421,5
"259","P19N298",0.222222222222222,0.209988649262202,9,478,278172318,"2019","Nestling","Unknown","16-Jun-19","TRES","Ithaca","Unit_4","97",NA,"12",19.5,25.6,55,5,"Fledged","","Unit_4_97_2019","Light","Light",67.27,5,"Fledged",13.454,"Light_Light",1762,5
"260","P19N299",0.25,0.739957716701903,8,479,278172319,"2019","Nestling","Unknown","16-Jun-19","TRES","Ithaca","Unit_4","97",NA,"12",24,26.5,57,5,"Fledged","","Unit_4_97_2019","Light","Light",67.27,5,"Fledged",13.454,"Light_Light",473,5
"261","P19N300",0.333333333333333,0.785425101214575,9,480,278172320,"2019","Nestling","Unknown","16-Jun-19","TRES","Ithaca","Unit_4","97",NA,"12",23,26.6,56,5,"Fledged","","Unit_4_97_2019","Light","Light",67.27,5,"Fledged",13.454,"Light_Light",1976,5
"262","P19N301",0.5,0.995110533159948,10,482,278172322,"2019","Nestling","Unknown","16-Jun-19","TRES","Ithaca","Unit_4","97",NA,"12",21.5,26.9,55,5,"Fledged","","Unit_4_97_2019","Light","Light",67.27,5,"Fledged",13.454,"Light_Light",19225,5
"263","P19N302",0.5,0.223796175793373,16,485,278172430,"2019","Nestling","Unknown","16-Jun-19","TRES","Ithaca","Turkey_Hill","3",NA,"12",16.5,24.1,43.5,5,"Fledged","","Turkey_Hill_3_2019","Light","Light",65.25,5,"Fledged",13.05,"Light_Light",19978,5
"264","P19N303",0.333333333333333,0.0817325452530477,15,486,278172431,"2019","Nestling","Unknown","16-Jun-19","TRES","Ithaca","Turkey_Hill","3",NA,"12",19.5,25.6,48.5,5,"Fledged","","Turkey_Hill_3_2019","Light","Light",65.25,5,"Fledged",13.05,"Light_Light",21656,5
"265","P19N304",0.363636363636364,0.713286713286713,11,488,278172433,"2019","Nestling","Unknown","16-Jun-19","TRES","Ithaca","Turkey_Hill","106",NA,"12",19.5,24.5,47,5,"Fledged","Day 6 date is actually day 7.","Turkey_Hill_106_2019","Light","Light",48.91,5,"Fledged",9.782,"Light_Light",143,5
"266","P19N305",0.285714285714286,0.558724832214765,14,492,278172437,"2019","Nestling","Unknown","16-Jun-19","TRES","Ithaca","Turkey_Hill","106",NA,"12",16,23.7,37,5,"Fledged","","Turkey_Hill_106_2019","Light","Light",48.91,5,"Fledged",9.782,"Light_Light",596,5
"267","P19N306",0.666666666666667,0.972250770811922,12,530,278172160,"2019","Adult","F","17-Jun-19","TRES","Ithaca","Unit_2","64",3,"ASY",18.25,28.6,115,NA,"","","Unit_2_64_2019","Color_Stress","Pred_Dul",35,6,"Died",5.83333333333333,"Color_Stress_Pred_Dul",1946,NA
"268","P19N307",0.3,0.926094235828749,10,524,272107774,"2019","Adult","M","17-Jun-19","TRES","Ithaca","Unit_2","64",1,"AHY",19,27.6,118,NA,"","","Unit_2_64_2019","Color_Stress","Pred_Dul",35,6,"Died",5.83333333333333,"Color_Stress_Pred_Dul",4181,NA
"269","P19N308",0.6,0.912100456621005,10,529,278171896,"2019","Adult","F","17-Jun-19","TRES","Ithaca","Unit_2","78",3,"ASY",19,28.9,119,NA,"","The age is entered as ASY but for the same bird the age is SY for capture #1 and #2","Unit_2_78_2019","Color_Stress","Cont_Con",29,3,"Fledged",9.66666666666667,"Color_Stress_Cont_Con",876,NA
"270","P19N309",0.533333333333333,0.963721724285104,15,554,281128601,"2019","Adult","F","17-Jun-19","TRES","Ithaca","Unit_2","99",3,"SY",17.5,28.2,122,NA,"","","Unit_2_99_2019","Color_Stress","Cont_Con",36,4,"Fledged",9,"Color_Stress_Cont_Con",2343,NA
"271","P19N310",0.5,0.64963503649635,8,528,278171894,"2019","Adult","M","17-Jun-19","TRES","Ithaca","Unit_2","99",1,"AHY",17.5,29,122,NA,"","","Unit_2_99_2019","Color_Stress","Cont_Con",36,4,"Fledged",9,"Color_Stress_Cont_Con",685,NA
"272","P19N311",0.5,0.661646586345382,12,520,272106728,"2019","Adult","F","17-Jun-19","TRES","Ithaca","Unit_2","54",3,"SY",18,28.3,120,NA,"","","Unit_2_54_2019","Color_Stress","Pred_Con",60,6,"Fledged",10,"Color_Stress_Pred_Con",996,NA
"273","P19N312",0.285714285714286,0.975338491295938,14,526,278171879,"2019","Adult","M","17-Jun-19","TRES","Ithaca","Unit_2","54",1,"AHY",18,29.1,118,NA,"","","Unit_2_54_2019","Color_Stress","Pred_Con",60,6,"Fledged",10,"Color_Stress_Pred_Con",41360,NA
"274","P19N313",0.5,0.973913043478261,8,555,281128602,"2019","Adult","F","17-Jun-19","TRES","Ithaca","Unit_2","85",3,"ASY",18.5,28.5,116,NA,"","","Unit_2_85_2019","Color_Stress","Cont_Dul",50.5,5,"Fledged",10.1,"Color_Stress_Cont_Dul",460,NA
"275","P19N314",0.833333333333333,0.847908745247148,6,536,278172287,"2019","Adult","M","17-Jun-19","TRES","Ithaca","Unit_2","85",1,"AHY",18,28.9,121,NA,"","","Unit_2_85_2019","Color_Stress","Cont_Dul",50.5,5,"Fledged",10.1,"Color_Stress_Cont_Dul",263,NA
"276","P19N315",0.333333333333333,0.740924092409241,9,525,278171877,"2019","Adult","F","17-Jun-19","TRES","Ithaca","Unit_2","9",3,"SY",17.5,27.4,110,NA,"","","Unit_2_9_2019","Color_Stress","Pred_Dul",22,3,"Fledged",7.33333333333333,"Color_Stress_Pred_Dul",1212,NA
"277","P19N316",0.5,0.971337579617834,8,521,272106986,"2019","Adult","M","17-Jun-19","TRES","Ithaca","Unit_2","9",1,"AHY",17,28.5,120,NA,"","","Unit_2_9_2019","Color_Stress","Pred_Dul",22,3,"Fledged",7.33333333333333,"Color_Stress_Pred_Dul",1570,NA
"278","P19N317",0.6,0.993630573248408,5,523,272107361,"2019","Adult","F","17-Jun-19","TRES","Ithaca","Unit_2","31",3,"SY",17,28.3,111,NA,"","","Unit_2_31_2019","Color_Stress","Cont_Dul",36,4,"Fledged",9,"Color_Stress_Cont_Dul",314,NA
"279","P19N318",0.555555555555556,0.996676989456836,9,527,278171892,"2019","Adult","M","17-Jun-19","TRES","Ithaca","Unit_2","31",1,"AHY",17.5,28.5,119,NA,"","","Unit_2_31_2019","Color_Stress","Cont_Dul",36,4,"Fledged",9,"Color_Stress_Cont_Dul",57478,NA
"280","P19N319",0.4,0.965150620200827,15,544,281128404,"2019","Adult","F","17-Jun-19","TRES","Ithaca","Unit_2","50",1,"SY",19,27.3,117,NA,"","","Unit_2_50_2019","","",65,5,"Fledged",13,"Control",1693,NA
"281","P19N320",0.5,0.975369458128079,8,558,281128704,"2019","Adult","F","17-Jun-19","TRES","Ithaca","Unit_1","58",3,"SY",17.5,28.3,120,NA,"","Bolus taken","Unit_1_58_2019","Color_Stress","Pred_Con",48,4,"Fledged",12,"Color_Stress_Pred_Con",406,NA
"282","P19N321",0.571428571428571,0.964645574971815,7,556,281128653,"2019","Adult","M","17-Jun-19","TRES","Ithaca","Unit_1","58",1,"AHY",17.5,28.8,120,NA,"","","Unit_1_58_2019","Color_Stress","Pred_Con",48,4,"Fledged",12,"Color_Stress_Pred_Con",56768,NA
"283","P19N322",0.461538461538462,0.250348675034868,13,557,281128654,"2019","Adult","F","17-Jun-19","TRES","Ithaca","Unit_1","79",1,"SY",18.5,28.8,114,NA,"","","Unit_1_79_2019","","",70,5,"Fledged",14,"Control",1434,NA
"284","P19N323",0.583333333333333,0.729559748427673,12,537,278172410,"2019","Adult","F","17-Jun-19","TRES","Ithaca","Unit_4","95",3,"ASY",19,NA,NA,NA,"","New life tag and PIT were put @midnight","Unit_4_95_2019","Light","Light",54,5,"Fledged",10.8,"Light_Light",3180,NA
"285","P19N324",0.411764705882353,0.783036303630363,17,522,272107290,"2019","Adult","F","17-Jun-19","TRES","Ithaca","Turkey_Hill","97",3,"ASY",18.5,NA,NA,NA,"","","Turkey_Hill_97_2019","Light","Light_Control",45,5,"Fledged",9,"Light_Light_Control",15150,NA
"286","P19N326",0.5,0.997235387045814,10,533,278172279,"2019","Nestling","Unknown","17-Jun-19","TRES","Ithaca","Unit_2","116",NA,"15",17,NA,NA,5,"Fledged","Microb not fully inserted","Unit_2_116_2019","Color_Stress","Cont_Con",58,5,"Fledged",11.6,"Color_Stress_Cont_Con",2532,5
"287","P19N327",0.666666666666667,0.772797527047913,15,534,278172280,"2019","Nestling","Unknown","17-Jun-19","TRES","Ithaca","Unit_2","116",NA,"15",16,NA,NA,5,"Fledged","","Unit_2_116_2019","Color_Stress","Cont_Con",58,5,"Fledged",11.6,"Color_Stress_Cont_Con",6470,5
"288","P19N328",0.375,0.00767263427109974,8,538,278172438,"2019","Nestling","Unknown","17-Jun-19","TRES","Ithaca","Turkey_Hill","121",NA,"12",24,25.9,54,6,"Fledged","","Turkey_Hill_121_2019","Light","Light_Control",70,6,"Fledged",11.6666666666667,"Light_Light_Control",391,6
"289","P19N329",0.333333333333333,0.106483921982077,12,539,278172439,"2019","Nestling","Unknown","17-Jun-19","TRES","Ithaca","Turkey_Hill","121",NA,"12",23,25.7,51.5,6,"Fledged","","Turkey_Hill_121_2019","Light","Light_Control",70,6,"Fledged",11.6666666666667,"Light_Light_Control",1897,6
"290","P19N330",0.31578947368421,0.438796680497925,19,540,278172440,"2019","Nestling","Unknown","17-Jun-19","TRES","Ithaca","Turkey_Hill","121",NA,"12",23,26,54,6,"Fledged","","Turkey_Hill_121_2019","Light","Light_Control",70,6,"Fledged",11.6666666666667,"Light_Light_Control",964,6
"291","P19N331",0.411764705882353,0.587609511889862,17,541,278172441,"2019","Nestling","Unknown","17-Jun-19","TRES","Ithaca","Turkey_Hill","121",NA,"12",21,26.2,52,6,"Fledged","","Turkey_Hill_121_2019","Light","Light_Control",70,6,"Fledged",11.6666666666667,"Light_Light_Control",3196,6
"292","P19N332",0.375,0.501265022137887,8,542,278172442,"2019","Nestling","Unknown","17-Jun-19","TRES","Ithaca","Turkey_Hill","121",NA,"12",22.5,25.2,51,6,"Fledged","","Turkey_Hill_121_2019","Light","Light_Control",70,6,"Fledged",11.6666666666667,"Light_Light_Control",3162,6
"293","P19N333",0.333333333333333,0.476901208244492,21,543,278172443,"2019","Nestling","Unknown","17-Jun-19","TRES","Ithaca","Turkey_Hill","121",NA,"12",22,25.9,55,6,"Fledged","","Turkey_Hill_121_2019","Light","Light_Control",70,6,"Fledged",11.6666666666667,"Light_Light_Control",1407,6
"294","P19N334",0.368421052631579,0.263189093064612,19,550,281128502,"2019","Nestling","Unknown","17-Jun-19","TRES","Ithaca","Unit_2","41",NA,"12",19.5,24.4,44,4,"Fledged","","Unit_2_41_2019","Color_Stress","Cont_Con",51,4,"Fledged",12.75,"Color_Stress_Cont_Con",1687,4
"295","P19N335",0.4,0.948168624740843,15,551,281128503,"2019","Nestling","Unknown","17-Jun-19","TRES","Ithaca","Unit_2","41",NA,"12",18.5,24.4,42,4,"Fledged","","Unit_2_41_2019","Color_Stress","Cont_Con",51,4,"Fledged",12.75,"Color_Stress_Cont_Con",1447,4
"296","P19N336",0.692307692307692,0.0341880341880342,13,561,281128808,"2019","Nestling","Unknown","17-Jun-19","TRES","Ithaca","Unit_2","75",NA,"12",13.5,23.2,31,6,"Fledged","","Unit_2_75_2019","Color_Stress","Cont_Dul",74,6,"Fledged",12.3333333333333,"Color_Stress_Cont_Dul",819,6
"297","P19N337",0.333333333333333,0.746153846153846,12,562,281128809,"2019","Nestling","Unknown","17-Jun-19","TRES","Ithaca","Unit_2","75",NA,"12",14.5,23.2,35,6,"Fledged","","Unit_2_75_2019","Color_Stress","Cont_Dul",74,6,"Fledged",12.3333333333333,"Color_Stress_Cont_Dul",130,6
"298","P19N338",0.8,0.9921875,5,565,281128812,"2019","Nestling","Unknown","17-Jun-19","TRES","Ithaca","Unit_2","75",NA,"12",9.25,22.1,24,6,"Died","","Unit_2_75_2019","Color_Stress","Cont_Dul",74,6,"Fledged",12.3333333333333,"Color_Stress_Cont_Dul",128,6
"299","P19N340",0.384615384615385,0.276536312849162,13,568,278172233,"2019","Adult","F","18-Jun-19","TRES","Ithaca","Unit_1","86",3,"SY",16.75,28.5,116,NA,"","","Unit_1_86_2019","Color_Stress","Cont_Con",45,4,"Fledged",11.25,"Color_Stress_Cont_Con",716,NA
"300","P19N341",0.5,0.72736520854527,12,567,272107529,"2019","Adult","M","18-Jun-19","TRES","Ithaca","Unit_1","86",1,"AHY",19.25,27.8,121,NA,"","","Unit_1_86_2019","Color_Stress","Cont_Con",45,4,"Fledged",11.25,"Color_Stress_Cont_Con",4915,NA
"301","P19N343",0.25,0.856750152718387,28,621,281128744,"2019","Nestling","Unknown","18-Jun-19","TRES","Ithaca","Unit_1","105",NA,"15",16.5,NA,NA,4,"Fledged","","Unit_1_105_2019","Color_Stress","Pred_Dul",65,5,"Fledged",13,"Color_Stress_Pred_Dul",6548,4
"302","P19N344",0.416666666666667,0.814529628389689,24,622,281128745,"2019","Nestling","Unknown","18-Jun-19","TRES","Ithaca","Unit_1","105",NA,"15",14.5,NA,NA,4,"Fledged","","Unit_1_105_2019","Color_Stress","Pred_Dul",65,5,"Fledged",13,"Color_Stress_Pred_Dul",2987,4
"303","P19N345",0.411764705882353,0.839919624916276,17,623,281128746,"2019","Nestling","Unknown","18-Jun-19","TRES","Ithaca","Unit_1","105",NA,"15",13.5,NA,NA,4,"Fledged","","Unit_1_105_2019","Color_Stress","Pred_Dul",65,5,"Fledged",13,"Color_Stress_Pred_Dul",1493,4
"304","P19N346",0.5,0.0584016393442623,10,620,281128743,"2019","Nestling","Unknown","18-Jun-19","TRES","Ithaca","Unit_1","105",NA,"15",15.75,NA,NA,4,"Fledged","","Unit_1_105_2019","Color_Stress","Pred_Dul",65,5,"Fledged",13,"Color_Stress_Pred_Dul",2928,4
"305","P19N347",0.25,0.0353260869565217,8,625,281128749,"2019","Nestling","Unknown","18-Jun-19","TRES","Ithaca","Unit_2","29",NA,"12",22,24.9,45,3,"Fledged","","Unit_2_29_2019","Color_Stress","Pred_Dul",36,3,"Fledged",12,"Color_Stress_Pred_Dul",368,3
"306","P19N348",0.3,0.0438124519600307,20,626,281128750,"2019","Nestling","Unknown","18-Jun-19","TRES","Ithaca","Unit_2","29",NA,"12",21,24.5,38.5,3,"Fledged","","Unit_2_29_2019","Color_Stress","Pred_Dul",36,3,"Fledged",12,"Color_Stress_Pred_Dul",1301,3
"307","P19N351",0.2,0.479452054794521,10,614,281128510,"2019","Nestling","Unknown","18-Jun-19","TRES","Ithaca","Unit_2","3",NA,"12",23.5,24.4,55.5,5,"Fledged","","Unit_2_3_2019","Color_Stress","Cont_Dul",60,5,"Fledged",12,"Color_Stress_Cont_Dul",146,5
"308","P19N352",0.347826086956522,0.0179239058720035,23,616,281128512,"2019","Nestling","Unknown","18-Jun-19","TRES","Ithaca","Unit_2","117",NA,"12",15,23.4,34,5,"Fledged","","Unit_2_117_2019","Color_Stress","Pred_Dul",51,6,"Fledged",8.5,"Color_Stress_Pred_Dul",18188,5
"309","P19N353",0.5,0.0241607707361132,14,617,281128513,"2019","Nestling","Unknown","18-Jun-19","TRES","Ithaca","Unit_2","117",NA,"12",11.75,22.5,29,5,"Fledged","","Unit_2_117_2019","Color_Stress","Pred_Dul",51,6,"Fledged",8.5,"Color_Stress_Pred_Dul",13286,5
"310","P19N354",0.583333333333333,0.305630026809651,12,571,278172444,"2019","Nestling","Unknown","18-Jun-19","TRES","Ithaca","Unit_4","80",NA,"12",23,26.5,55,6,"Fledged","","Unit_4_80_2019","Light","Light",72.86,6,"Fledged",12.1433333333333,"Light_Light",5222,6
"311","P19N355",0.666666666666667,0.448164842240824,6,573,278172446,"2019","Nestling","Unknown","18-Jun-19","TRES","Ithaca","Unit_4","80",NA,"12",21.5,25.8,56,6,"Fledged","","Unit_4_80_2019","Light","Light",72.86,6,"Fledged",12.1433333333333,"Light_Light",1553,6
"312","P19N356",0.333333333333333,0.0679993016759777,15,574,278172447,"2019","Nestling","Unknown","18-Jun-19","TRES","Ithaca","Unit_4","80",NA,"12",21.5,25.9,56,6,"Fledged","","Unit_4_80_2019","Light","Light",72.86,6,"Fledged",12.1433333333333,"Light_Light",11456,6
"313","P19N357",0.545454545454545,0.891770011273957,11,575,278172448,"2019","Nestling","Unknown","18-Jun-19","TRES","Ithaca","Unit_4","80",NA,"12",23.5,25.9,58,6,"Fledged","","Unit_4_80_2019","Light","Light",72.86,6,"Fledged",12.1433333333333,"Light_Light",7096,6
"314","P19N358",0.357142857142857,0.391513982642237,14,576,278172449,"2019","Nestling","Unknown","18-Jun-19","TRES","Ithaca","Unit_4","80",NA,"12",23,26.5,57,6,"Fledged","","Unit_4_80_2019","Light","Light",72.86,6,"Fledged",12.1433333333333,"Light_Light",1037,6
"315","P19N359",0.5,0.80424224402815,12,577,278172450,"2019","Nestling","Unknown","18-Jun-19","TRES","Ithaca","Unit_4","78",NA,"12",23,25.5,47,5,"Fledged","","Unit_4_78_2019","Light","Light_Control",54.39,5,"Fledged",10.878,"Light_Light_Control",20178,5
"316","P19N360",0.3,0.476477683956574,10,578,278172451,"2019","Nestling","Unknown","18-Jun-19","TRES","Ithaca","Unit_4","78",NA,"12",25,26.5,56,5,"Fledged","","Unit_4_78_2019","Light","Light_Control",54.39,5,"Fledged",10.878,"Light_Light_Control",829,5
"317","P19N361",0.416666666666667,0.0250125255328169,12,579,278172452,"2019","Nestling","Unknown","18-Jun-19","TRES","Ithaca","Unit_4","78",NA,"12",24.5,26.1,57,5,"Fledged","","Unit_4_78_2019","Light","Light_Control",54.39,5,"Fledged",10.878,"Light_Light_Control",25947,5
"318","P19N362",0.181818181818182,0.0170275383645155,11,581,278172454,"2019","Nestling","Unknown","18-Jun-19","TRES","Ithaca","Unit_4","78",NA,"12",22.5,25.8,51,5,"Fledged","","Unit_4_78_2019","Light","Light_Control",54.39,5,"Fledged",10.878,"Light_Light_Control",4757,5
"319","P19N363",0.142857142857143,0.00525394045534151,7,582,278172455,"2019","Nestling","Unknown","18-Jun-19","TRES","Ithaca","Turkey_Hill","51",NA,"12",22,24.8,48,4,"Fledged","","Turkey_Hill_51_2019","Light","Light_Control",39.5,4,"Fledged",9.875,"Light_Light_Control",571,4
"320","P19N364",0.111111111111111,0.00956937799043062,9,584,278172457,"2019","Nestling","Unknown","18-Jun-19","TRES","Ithaca","Turkey_Hill","51",NA,"12",22.5,24.4,46,4,"Fledged","","Turkey_Hill_51_2019","Light","Light_Control",39.5,4,"Fledged",9.875,"Light_Light_Control",209,4
"321","P19N365",0.222222222222222,0.116655651024455,18,585,278172458,"2019","Nestling","Unknown","18-Jun-19","TRES","Ithaca","Turkey_Hill","51",NA,"12",23,25.3,50,4,"Fledged","","Turkey_Hill_51_2019","Light","Light_Control",39.5,4,"Fledged",9.875,"Light_Light_Control",3026,4
"322","P19N367",0.428571428571429,0.626172759624717,21,632,278172412,"2019","Adult","F","19-Jun-19","TRES","Ithaca","Unit_4","61",3,"SY",18.5,NA,NA,NA,"","","Unit_4_61_2019","Light","Light_Control",105,6,"Fledged",17.5,"Light_Light_Control",6182,NA
"323","P19N368",0.555555555555556,0.956026058631922,18,629,278172162,"2019","Adult","F","19-Jun-19","TRES","Ithaca","Unit_2","34",3,"SY",19,28,116,NA,"","","Unit_2_34_2019","Color_Stress","Cont_Dul",50,4,"Fledged",12.5,"Color_Stress_Cont_Dul",1228,NA
"324","P19N369",0.4,0.115342911358092,20,639,281128516,"2019","Adult","M","19-Jun-19","TRES","Ithaca","Unit_2","34",1,"AHY",18.25,28.7,115,NA,"","","Unit_2_34_2019","Color_Stress","Cont_Dul",50,4,"Fledged",12.5,"Color_Stress_Cont_Dul",14756,NA
"325","P19N370",0.35,0.168449197860963,20,640,281128603,"2019","Adult","F","19-Jun-19","TRES","Ithaca","Unit_2","72",3,"SY",18.25,26.9,114,NA,"","","Unit_2_72_2019","Color_Stress","Pred_Con",59,5,"Fledged",11.8,"Color_Stress_Pred_Con",2244,NA
"326","P19N373",0.272727272727273,0.00938448799337566,22,628,240150159,"2019","Adult","M","19-Jun-19","TRES","Ithaca","Unit_1","308",1,"AHY",19.25,29,121,NA,"","","Unit_1_308_2019","","Control",NA,NA,"Fledged",NA,"Control",3623,NA
"327","P19N374",0.3,0.00591133004926108,10,634,278172460,"2019","Nestling","Unknown","19-Jun-19","TRES","Ithaca","Unit_4","87",NA,"12",23.5,25.2,49,5,"Fledged","","Unit_4_87_2019","Light","Light",71,5,"Fledged",14.2,"Light_Light",1015,5
"328","P19N375",0.1875,0.000511160333958085,16,635,278172461,"2019","Nestling","Unknown","19-Jun-19","TRES","Ithaca","Unit_4","87",NA,"12",25.5,26.7,52,5,"Fledged","","Unit_4_87_2019","Light","Light",71,5,"Fledged",14.2,"Light_Light",5869,5
"329","P19N376",0.153846153846154,0.0803968525487513,13,636,278172462,"2019","Nestling","Unknown","19-Jun-19","TRES","Ithaca","Unit_4","87",NA,"12",24,25.1,49,5,"Fledged","","Unit_4_87_2019","Light","Light",71,5,"Fledged",14.2,"Light_Light",5846,5
"330","P19N377",0.285714285714286,0.00599315068493151,14,637,278172463,"2019","Nestling","Unknown","19-Jun-19","TRES","Ithaca","Unit_4","87",NA,"12",22.5,25.1,48,5,"Fledged","","Unit_4_87_2019","Light","Light",71,5,"Fledged",14.2,"Light_Light",1168,5
"331","P19N378",0,0,4,638,278172464,"2019","Nestling","Unknown","19-Jun-19","TRES","Ithaca","Unit_4","87",NA,"12",21.5,26.4,52,5,"Fledged","","Unit_4_87_2019","Light","Light",71,5,"Fledged",14.2,"Light_Light",906,5
"332","P19N380",0.375,0.0185299567634342,16,668,281128502,"2019","Nestling","Unknown","20-Jun-19","TRES","Ithaca","Unit_2","41",NA,"15",18.5,NA,NA,4,"Fledged","","Unit_2_41_2019","Color_Stress","Cont_Con",51,4,"Fledged",12.75,"Color_Stress_Cont_Con",1619,4
"333","P19N381",0.4,0.219512195121951,5,669,281128503,"2019","Nestling","Unknown","20-Jun-19","TRES","Ithaca","Unit_2","41",NA,"15",18.75,NA,NA,4,"Fledged","","Unit_2_41_2019","Color_Stress","Cont_Con",51,4,"Fledged",12.75,"Color_Stress_Cont_Con",123,4
"334","P19N382",0.368421052631579,0.087986724809941,19,670,281128504,"2019","Nestling","Unknown","20-Jun-19","TRES","Ithaca","Unit_2","41",NA,"15",17.5,NA,NA,4,"Fledged","","Unit_2_41_2019","Color_Stress","Cont_Con",51,4,"Fledged",12.75,"Color_Stress_Cont_Con",25913,4
"335","P19N383",0.583333333333333,0.278287626862449,12,700,281128808,"2019","Nestling","Unknown","20-Jun-19","TRES","Ithaca","Unit_2","75",NA,"15",14,NA,NA,6,"Fledged","","Unit_2_75_2019","Color_Stress","Cont_Dul",74,6,"Fledged",12.3333333333333,"Color_Stress_Cont_Dul",18524,6
"336","P19N384",0.7,0.379340361737112,10,701,281128809,"2019","Nestling","Unknown","20-Jun-19","TRES","Ithaca","Unit_2","75",NA,"15",14.5,NA,NA,6,"Fledged","","Unit_2_75_2019","Color_Stress","Cont_Dul",74,6,"Fledged",12.3333333333333,"Color_Stress_Cont_Dul",10339,6
"337","P19N387",0.461538461538462,0.0176663927691044,13,697,281128757,"2019","Nestling","Unknown","20-Jun-19","TRES","Ithaca","Unit_2","105",NA,"12",22.75,26.1,49,5,"Fledged","","Unit_2_105_2019","Color_Stress","Pred_Dul",48,5,"Fledged",9.6,"Color_Stress_Pred_Dul",2434,5
"338","P19N390",0.5,0.282163742690058,16,696,281128756,"2019","Nestling","Unknown","20-Jun-19","TRES","Ithaca","Unit_2","105",NA,"12",14.5,24.6,44,5,"Fledged","","Unit_2_105_2019","Color_Stress","Pred_Dul",48,5,"Fledged",9.6,"Color_Stress_Pred_Dul",13680,5
"339","P19N391",0.444444444444444,0.607142857142857,9,650,278172324,"2019","Nestling","Unknown","20-Jun-19","TRES","Ithaca","Turkey_Hill","86",NA,"12",12.75,23.4,36,5,"Predated","","Turkey_Hill_86_2019","Light","Light_Control",61.21,5,"Predation",12.242,"Light_Light_Control",112,5
"340","P19N392",0.428571428571429,0.886757879306132,7,651,278172325,"2019","Nestling","Unknown","20-Jun-19","TRES","Ithaca","Turkey_Hill","86",NA,"12",20,25.9,52.5,5,"Predated","","Turkey_Hill_86_2019","Light","Light_Control",61.21,5,"Predation",12.242,"Light_Light_Control",24558,5
"341","P19N393",0.428571428571429,0.0422535211267606,7,652,278172326,"2019","Nestling","Unknown","20-Jun-19","TRES","Ithaca","Turkey_Hill","86",NA,"12",20.5,25,51.5,5,"Predated","","Turkey_Hill_86_2019","Light","Light_Control",61.21,5,"Predation",12.242,"Light_Light_Control",213,5
"342","P19N394",0.285714285714286,0.0065359477124183,7,653,278172327,"2019","Nestling","Unknown","20-Jun-19","TRES","Ithaca","Turkey_Hill","86",NA,"12",20.25,25.1,50.5,5,"Predated","","Turkey_Hill_86_2019","Light","Light_Control",61.21,5,"Predation",12.242,"Light_Light_Control",459,5
